user_id,item_id,recommend
76561198010674657,440,True
Coldaniel,35450,True
Coldaniel,440,True
Coldaniel,236390,True
therealmorty,351570,True
therealmorty,212680,True
Berserklejerker,391540,True
76561198061730629,550,True
YoHuNz,440,True
YoHuNz,570,True
possessioniskey,72850,True
possessioniskey,440,True
possessioniskey,113400,True
76561198093112529,440,True
76561198060447950,200510,True
whiteofwolfing,730,True
sergarino,383080,True
76561198081962345,200210,True
76561198081962345,1250,True
76561198073210139,304050,True
Nozomikat,265610,True
Nozomikat,264200,True
Nozomikat,417860,True
Nozomikat,333600,True
Nozomikat,213670,True
Nozomikat,91310,True
Nozomikat,437220,False
Nozomikat,210770,True
xfluttersx,351640,True
xfluttersx,202530,False
xfluttersx,105600,True
xfluttersx,440,True
xfluttersx,47870,True
xfluttersx,383080,True
xfluttersx,410,True
76561198056290589,730,True
ii_voltage_ii,253710,False
ii_voltage_ii,339280,True
ii_voltage_ii,271290,True
ii_voltage_ii,203290,True
76561198097762318,440,True
76561198097762318,233150,True
Hirukaz,550,True
StelerForYou,730,True
StelerForYou,211820,True
76561198183396245,440,True
Xx-Woods,346330,False
Xx-Woods,224260,True
Xx-Woods,317360,True
Xx-Woods,295550,True
Xx-Woods,250180,True
Xx-Woods,227940,True
Xx-Woods,17520,True
Xx-Woods,113420,True
kevinator23,320760,True
kevinator23,8850,True
kevinator23,233720,True
kevinator23,218620,True
kevinator23,730,True
kevinator23,219740,True
kevinator23,220240,True
kevinator23,440,True
76561198090715178,4000,True
76561198090715178,304930,True
CatsWhale,333950,True
CatsWhale,388520,True
CatsWhale,107410,True
CatsWhale,206210,True
76561198073784601,221100,True
76561198073784601,299740,False
mimimomoma,730,True
76561198102410011,440,True
de_Butl3r,209870,True
76561198027947401,322170,True
76561198027947401,304050,True
Bluezap1,440,True
Bluezap1,730,True
Bluezap1,362890,True
Bluezap1,413850,True
76561198074200011,730,True
jonasdbomb,346110,True
L1J1N,570,True
Lord_Exploit,311560,True
Lord_Exploit,322170,True
AVATAR715,48240,False
AVATAR715,440,True
AVATAR715,248570,True
AVATAR715,264140,True
AVATAR715,4000,True
AVATAR715,266430,True
AVATAR715,316010,True
AVATAR715,249570,True
YieuwMage,730,True
76561198078752187,240,True
A-Very-Sly-Person,304930,True
A-Very-Sly-Person,440,True
76561198211054671,730,True
76561198211054671,333930,True
76561197994493402,365590,True
76561197994493402,264200,True
76561197994493402,440,True
Koolcaz12,298050,False
76561198065656175,383080,True
76561198188979775,440,True
97396295,301520,True
97396295,243870,True
97396295,218230,False
97396295,291550,False
76561198126640317,251570,True
76561198126640317,221100,True
76561198126640317,316010,True
76561198126640317,218230,True
76561198126640317,333930,True
76561198126640317,222880,True
76561198126640317,730,True
DemonicWolvz,55230,True
DemonicWolvz,232090,True
DemonicWolvz,4000,True
DemonicWolvz,206420,True
DemonicWolvz,224260,True
DemonicWolvz,550,True
DieMadchenschanderin,346110,True
DieMadchenschanderin,380770,False
DieMadchenschanderin,454890,True
DieMadchenschanderin,227680,False
GGargula,570,False
GGargula,233250,True
Myther43,273350,True
getf0kinn0sc0pedm9,730,True
getf0kinn0sc0pedm9,440,False
76561198141443390,730,True
76561198097333029,570,True
whodafuqisthisguilao,730,True
Magjiikal,370480,True
Magjiikal,313740,True
ohnospaghet,1840,True
ohnospaghet,440,True
ohnospaghet,266210,True
ohnospaghet,369200,True
ohnospaghet,252490,False
ohnospaghet,264200,True
76561198050347115,292030,True
2768820078,287700,True
2768820078,730,False
2768820078,310950,True
2768820078,377160,True
2768820078,221380,True
2768820078,333950,True
2768820078,222420,False
2768820078,271590,True
2768820078,298110,True
2768820078,222440,True
76561198056392326,259530,True
76561198056392326,219640,False
76561198056392326,269210,False
2d4nk4m3,317470,False
2d4nk4m3,47410,True
76561198078478151,730,True
exiaez,365450,True
76561198095921854,245620,True
EizanAratoFujimaki,70,True
EizanAratoFujimaki,359550,False
TeCool,274980,True
TeCool,202090,True
TeCool,339280,True
TeCool,314130,False
2xDelorean,570,True
2xDelorean,212680,True
2xDelorean,200210,True
2xDelorean,440,True
washington_,440,False
washington_,4000,True
washington_,211820,True
washington_,10180,True
washington_,252490,True
washington_,417860,True
jewxxl,251970,True
76561198088944293,359550,True
76561198088944293,107410,True
76561198088944293,218230,False
76561198088944293,437701,False
76561198088944293,304930,True
76561198092540221,400,True
76561198092540221,620,True
76561198092540221,238460,True
76561198092540221,6060,True
76561198092540221,440,True
76561198051258119,730,True
nubquake123,265610,True
Pyromanic,31280,True
Pyromanic,4000,True
Pyromanic,240,True
76561198109656922,440,True
CobRazor,252490,True
relesprit,8930,True
WitchHunter4542,304930,True
WitchHunter4542,237310,True
WitchHunter4542,224260,True
pwrt,230410,True
pwrt,440,True
wantmahbody,440,True
76561198115868847,219640,False
benedictcuminherbatch,570,True
76561198031207016,8930,True
76561198043458582,105600,True
76561198043458582,221100,True
76561198043458582,107410,True
76561198043458582,231430,True
smashiroshh,218620,True
shark854,225540,True
killbunny38,570,True
killbunny38,333930,False
76561198047630659,230410,False
1337lolroflmao,271590,True
1337lolroflmao,218620,True
1337lolroflmao,219740,True
1337lolroflmao,7940,True
1337lolroflmao,234190,True
1337lolroflmao,10180,True
1337lolroflmao,33900,True
1337lolroflmao,261030,True
1337lolroflmao,243470,True
sithjjf,302830,False
76561198060039459,570,False
OzfurAtlas,218620,False
OzfurAtlas,4700,True
OzfurAtlas,212680,True
76561198065593074,304930,False
76561198065593074,730,False
76561198065593074,304050,True
76561198065593074,203750,True
76561198044169764,227940,False
76561198044169764,355180,False
76561198044169764,730,True
76561198044169764,4000,True
euzi,236390,True
76561198074935997,221100,False
76561198074935997,365590,False
76561198074935997,299740,True
76561198074935997,346110,False
76561198074935997,275850,False
76561198074935997,400800,False
76561198074935997,252490,False
76561198074935997,437220,False
76561197961778802,730,True
lucasrash,440,True
76561198016602703,301520,False
76561198016602703,433340,True
thisissohardtomakeoneup,440,True
76561198087010391,4000,True
66666669999999,302830,False
76561198061174192,220200,True
76561198061174192,242760,True
ReMiXOfficalSteam,352460,True
Wilfire77,322920,True
76561198084390807,234792,True
76561198084390807,252490,True
Mastic,304050,False
Mastic,297130,True
Mastic,397570,True
Mastic,550,True
Mastic,206420,True
Mastic,278360,False
76561198028286104,10180,True
tarjla,242760,True
tarjla,304930,True
tarjla,441790,True
tarjla,265750,True
tarjla,252490,True
tarjla,4000,True
tarjla,211820,True
tarjla,105600,True
tarjla,251570,True
tarjla,730,True
deathnz1,233110,False
deathnz1,322910,False
deathnz1,276340,True
readingthis4noobs,227940,True
76561198104393251,304930,True
76561198075322986,730,True
redsncrimson,448530,True
redsncrimson,304410,True
redsncrimson,620,True
redsncrimson,274920,True
redsncrimson,211820,True
redsncrimson,219890,True
redsncrimson,49520,True
redsncrimson,223510,True
redsncrimson,440,True
76561198151910904,252950,True
H1DD3NT3RR0R,240,True
H1DD3NT3RR0R,105600,True
H1DD3NT3RR0R,204300,True
H1DD3NT3RR0R,730,True
H1DD3NT3RR0R,440,False
H1DD3NT3RR0R,570,True
76561198071214618,268750,True
76561198115115631,570,True
76561198071175142,570,True
76561198071175142,271590,True
t8s,360870,True
t8s,730,True
pikawuu2,230410,True
pikawuu2,12900,True
Sammeh00,301520,True
Michaelele,6060,True
Michaelele,730,True
Michaelele,107410,True
Michaelele,304930,True
76561198045754869,335670,True
76561198076098774,215080,True
76561198103253374,570,True
76561198048417105,271590,True
76561198048417105,730,True
76561198048417105,244160,True
76561198048417105,270880,True
76561198090842891,8190,True
76561198055767971,247730,False
76561197998052647,233630,True
adohya343,303390,False
76561198145436942,221100,True
jjas01,208812,False
jjas01,218620,False
jjas01,243120,True
jjas01,234140,True
jjas01,204450,True
jjas01,225260,True
jjas01,50300,True
jjas01,201810,True
jjas01,212630,False
jjas01,427820,False
3xotic26,500,True
3xotic26,440,True
3xotic26,49520,True
3xotic26,550,True
iamthetrashlord,206420,True
iamthetrashlord,213670,True
3dster,550,True
76561198079990063,231040,True
Forty-Nine,221100,True
Forty-Nine,376300,False
76561198051017916,351040,True
76561198051017916,250600,True
L4M1NAS,227940,True
L4M1NAS,437220,True
L4M1NAS,221100,True
76561198096766604,301520,False
76561197995322437,264710,True
imsojipper,218620,True
76561198084542731,206420,True
76561198084542731,47790,True
76561198103671881,570,True
mrpfresh,236110,True
mrpfresh,346110,True
mrpfresh,232790,True
GamerFag,440,True
GamerFag,70,True
GamerFag,420,True
GamerFag,380,True
GamerFag,220,True
GamerFag,1250,True
EHS-R3AP3R,339230,False
EHS-R3AP3R,349700,True
EHS-R3AP3R,226700,True
EHS-R3AP3R,209160,True
chidori_647,219990,True
chidori_647,213670,True
chidori_647,21100,False
chidori_647,8190,True
chidori_647,215470,False
76561198092227136,730,True
76561198092227136,1250,True
hellcat59,4000,True
76561198007584361,401650,True
tbimperator,35450,True
Allahu_Akbar666,230410,True
Allahu_Akbar666,304930,False
ulramite,290020,True
ulramite,248860,True
ulramite,211820,True
-GM-Dragon,226700,False
-GM-Dragon,244850,True
76561198054040292,298260,True
76561198078799606,370240,False
76561198078799606,730,True
76561198078799606,233450,True
I_DID_911_JUST_SAYING,214420,True
I_DID_911_JUST_SAYING,365670,True
I_DID_911_JUST_SAYING,440,True
I_DID_911_JUST_SAYING,4000,True
I_DID_911_JUST_SAYING,221260,True
750805,369070,False
750805,91310,False
diabeticfuck,218620,True
diabeticfuck,419070,True
diabeticfuck,333930,False
diabeticfuck,287700,True
76561198054465623,302830,False
76561198054465623,24240,True
76561198054465623,39800,True
76561198054465623,250600,True
76561198054465623,105600,True
76561198054465623,113020,True
aaropro,440,True
aaropro,221100,True
abiam,238960,True
FrankoWalker,310370,True
FrankoWalker,260410,True
FrankoWalker,236390,True
LightfootSword7,221100,False
LightfootSword7,383870,True
SALTTHEW0UND,248820,True
SALTTHEW0UND,730,True
SALTTHEW0UND,550,True
SALTTHEW0UND,204030,True
SALTTHEW0UND,440,True
SALTTHEW0UND,383080,True
express157,304930,True
76561198074644990,242760,True
76561198074644990,207230,True
76561198074644990,9180,False
76561198064304806,730,True
TomoeMamiewe,10150,True
TomoeMamiewe,4000,True
76561198057086148,214950,True
Acidius99,218620,True
Acidius99,292030,True
Acidius99,261640,True
Acidius99,220240,True
Acidius99,271290,False
acorn13,313740,True
acorn13,34330,True
acorn13,271590,True
adamcookie,570,True
AddzyTheBaddzy,291550,True
AddzyTheBaddzy,259080,True
mrfunkyjunkie,233250,True
mrfunkyjunkie,256350,True
mrfunkyjunkie,249380,True
mradobe7,275850,False
76561198167207237,337320,True
76561198167207237,391540,True
76561198167207237,265930,True
76561198167207237,620,True
cancerkek,730,True
76561198073508075,10090,True
76561198073508075,251570,True
76561198073508075,218680,True
76561198074323290,252490,False
76561198074323290,251060,False
76561198090899557,252490,False
advenger95,22370,True
advenger95,307690,True
advenger95,72850,True
EndAtHallow,1250,True
76561198063624801,440,True
aeryal,440,True
76561198070263209,570,True
76561198015968275,248610,True
Agiegamma,208090,True
76561198082614708,250340,True
Agronoth,244850,True
Agronoth,221640,True
Agronoth,104900,True
Agronoth,105600,True
Agronoth,9450,False
UnholyFallenAngel,262410,True
UnholyFallenAngel,222940,True
UnholyFallenAngel,221040,True
76561198068565589,221100,True
76561198068565589,286570,True
76561198068565589,263440,False
SlutOnTheSpit,4000,True
WestyGaming,223710,True
NaruseAiria,317360,True
NaruseAiria,108600,True
NaruseAiria,259080,True
NaruseAiria,208520,True
76561198067713802,239660,True
76561198067713802,304930,True
76561198187212131,730,True
76561198044678148,495890,True
76561198044678148,472680,True
Alex680,4000,True
alansiulun,295270,True
alansiulun,265930,True
Albolah,283920,True
Albolah,440,True
Albolah,294650,True
76561198003056556,432020,False
76561198003056556,233720,True
maxpaynepillkiller,319630,True
maxpaynepillkiller,12120,True
maxpaynepillkiller,241930,True
maxpaynepillkiller,428690,True
maxpaynepillkiller,55230,True
maxpaynepillkiller,243470,False
AlexNoClutch,227860,False
Alexwai04,218620,True
76561198095481910,208090,True
76561198164545985,730,True
AlkalineDeath,228280,True
AlkalineDeath,240760,True
76561198075935236,226700,True
76561198075935236,250900,True
mintifreshbadger,35450,True
AlpacaRevolution,9900,True
AlpacaRevolution,212680,True
AlpacaRevolution,346110,False
AlphaBryn444,236370,True
76561198071952798,381210,True
76561198071952798,265930,False
76561198071952798,218620,True
76561198071952798,205100,True
76561198009001563,570,True
76561198016753953,271290,True
76561198016753953,570,True
smegmyfoodle,346010,True
smegmyfoodle,239250,True
76561198057869849,313120,True
76561198058836921,211820,True
lol_ursuchanoob,218620,True
lol_ursuchanoob,12210,True
lol_ursuchanoob,220240,True
lol_ursuchanoob,17300,True
AMV72,206440,True
AMV72,209100,False
AMV72,209000,True
AMV72,218060,True
AMV72,24240,True
76561198069170979,440,True
76561198085956238,224540,False
76561198085956238,242860,False
76561198085956238,47410,True
76561198085956238,34330,False
76561198132540690,730,True
76561198132540690,220200,True
711armageddoncarmageddon,113020,True
711armageddoncarmageddon,105600,True
711armageddoncarmageddon,9480,True
76561198034868596,359870,True
Andraison,22230,True
76561198055790408,203770,True
76561198069560699,550,True
76561198069560699,259080,True
76561198069560699,72850,True
76561198069560699,8870,True
76561198099625419,230410,True
76561198099625419,200260,True
76561198099625419,19900,True
76561198099625419,241540,True
76561198099625419,220,True
76561198084032274,227940,False
76561198084032274,236390,False
Angrovar,17390,True
Angrovar,359320,True
AngryAinsley,317360,True
AngryAinsley,253030,True
AngryAinsley,295110,True
AngryAinsley,264710,True
uradumbtit,274310,True
uradumbtit,4000,True
76561198037038784,252470,True
IKillNoobsFirst,730,True
76561198037888300,344770,True
1234865654,22380,True
76561198040925596,440,True
76561198084123358,9900,True
Apachehavoc,107410,False
ApexNZ,221640,True
ApexNZ,202170,True
ApexNZ,49520,True
ApexNZ,245490,True
ApexNZ,313120,True
76561198039441595,113020,False
76561198039441595,319510,False
76561198039441595,20,False
76561198039441595,209080,False
76561198039441595,223470,False
76561198039441595,417860,True
76561198039441595,269250,True
76561198039441595,313740,False
76561198039441595,8190,True
76561198036687918,377160,True
benjamin27,730,True
benjamin27,244850,True
AppoGetsSuperAdmin,212500,True
AppoGetsSuperAdmin,570,False
AppoGetsSuperAdmin,104900,True
76561198071475367,12160,True
76561198049916759,219990,True
76561198049916759,293260,True
76561198065064829,219640,True
XABLAUziitu,214420,False
XABLAUziitu,105600,True
XABLAUziitu,440,True
XABLAUziitu,200210,True
76561198012909706,218130,True
dragonchief,252490,False
76561198040530605,270210,True
76561198040530605,386070,True
76561198040530605,8930,True
76561198040530605,330830,True
76561198040530605,218230,True
76561198040530605,104900,True
76561198040530605,440,True
76561198040530605,240,True
76561197974500703,8980,True
76561197974500703,31270,True
76561197974500703,113200,True
76561197974500703,8190,True
76561197974500703,43000,True
76561197974500703,18700,False
76561197974500703,98800,True
76561197974500703,107100,True
76561197974500703,630,True
76561197974500703,57300,True
76561198047185525,213670,True
76561198047185525,218620,True
76561198047185525,226620,True
sweep6060,391540,True
bilyitu,570,True
bilyitu,730,True
76561198021244661,105600,True
76561198088538797,209870,True
deployablearchnagel,265630,True
rotflmaoman,401920,True
armouredmarshmallow,33230,True
armouredmarshmallow,239200,True
armouredmarshmallow,440,True
armouredmarshmallow,346900,True
armouredmarshmallow,363970,True
armouredmarshmallow,65790,True
armouredmarshmallow,72850,True
armouredmarshmallow,57300,True
armouredmarshmallow,230410,True
armouredmarshmallow,630,True
76561198020928326,70,True
Array71,8500,False
Array71,244850,True
76561198039874575,221100,True
arronlim13,99900,True
ARTHERDUNGER10,250900,True
Mackus1011,211820,True
Mackus1011,380600,True
Mackus1011,22380,True
Mackus1011,252490,True
76561198041877981,2450,False
76561198041877981,241540,True
ARZARNAR,220200,True
darkmassieh,47780,True
darkmassieh,377160,True
darkmassieh,4000,True
darkmassieh,107410,True
darkmassieh,230190,True
darkmassieh,435881,True
darkmassieh,490650,True
darkmassieh,391270,True
darkmassieh,301520,True
darkmassieh,227680,False
asianturtlefrenzy,246420,True
asianturtlefrenzy,289130,True
asianturtlefrenzy,234630,True
asianturtlefrenzy,253030,True
asianturtlefrenzy,249050,True
asianturtlefrenzy,418340,True
asianturtlefrenzy,223850,True
asianturtlefrenzy,263020,True
asianturtlefrenzy,287980,True
asianturtlefrenzy,245550,True
blowjobsfurdayzandgayz,570,True
blowjobsfurdayzandgayz,304050,False
blowjobsfurdayzandgayz,417860,True
blowjobsfurdayzandgayz,96100,False
76561198082992295,4000,True
76561198082992295,570,True
76561198082992295,440,True
76561198082992295,230410,True
LaLocaDeLosDulces,80,True
76561198064352761,56400,True
assassin_warman,257850,True
assassin_warman,72850,True
assassin_warman,105600,True
assassin_warman,219150,True
assassin_warman,204450,True
assassin_warman,239140,True
assassin_warman,322500,False
assassin_warman,218620,True
assassin_warman,440,True
Astrelt,385770,True
Astrelt,252630,True
Astrelt,212200,True
Astrelt,218680,True
Astrelt,230410,True
Astrelt,4000,True
Astrelt,346900,True
Astrelt,440,True
Astrelt,387860,True
Astrelt,221640,True
76561198091740831,387990,True
AtomicWoodchuck,310560,False
omgihaveawebpage,630,True
omgihaveawebpage,223470,True
omgihaveawebpage,253430,True
omgihaveawebpage,620,True
omgihaveawebpage,4000,True
omgihaveawebpage,440,True
omgihaveawebpage,730,True
Swish0009,218620,True
Swish0009,203160,True
Swish0009,230410,True
Swish0009,219640,True
Swish0009,213850,True
Aurora99,72850,True
Aurora99,730,True
Aurora99,105600,True
Aurora99,550,True
Aurora99,369580,True
Aurora99,282440,False
Aurora99,1250,True
Aurora99,440,True
Aurora99,8400,True
76561198053071988,271590,False
76561198083375450,225640,True
76561198083375450,113420,True
76561198083375450,226700,False
76561198083375450,377160,True
76561198083375450,421770,False
76561198083375450,239220,True
76561198083375450,224600,True
scroopy22,236690,True
76561198078730600,440,True
auzmoz,17100,True
auzmoz,243870,True
auzmoz,223750,True
auzmoz,65980,True
auzmoz,236390,True
auzmoz,400250,True
auzmoz,296240,True
auzmoz,320,True
auzmoz,8500,True
auzzie_96,289130,True
fatrangacuntnolifevirgin,202970,True
76561198064150679,20920,True
76561198110293299,265930,True
76561198110293299,346110,True
76561198110293299,304930,True
76561198110293299,236390,True
de_triggered,270370,True
de_triggered,268650,True
de_triggered,224540,True
de_triggered,219640,True
de_triggered,233450,True
de_triggered,440,True
de_triggered,4000,True
de_triggered,236390,True
76561198071748311,391540,True
Azrafael,215530,True
Azrafael,379720,True
-Azsael-,226860,True
76561198076301023,251570,True
hoarbiscuit,55230,True
bohgeraltofrivia,259700,True
bohgeraltofrivia,261640,True
TeH-B-Rad,730,True
TeH-B-Rad,440,True
BAW_Killer,221100,True
BAW_Killer,287700,False
BAW_Killer,359550,False
gamerdude7892,22380,True
2ez4medick,570,True
BBBirb,4000,True
BBBirb,304050,True
AgentXiri,570,True
76561197998761331,310380,True
76561198064579722,4000,True
76561198096750939,4000,True
potatoskins,233270,True
crispymemesmantheyremyfavourite,230410,True
crispymemesmantheyremyfavourite,383980,True
crispymemesmantheyremyfavourite,304050,True
crispymemesmantheyremyfavourite,212680,True
76561198074409406,391460,False
H-Alo,346010,True
420Blz,107410,True
76561198076548816,200210,True
76561198076548816,304930,False
76561198076548816,226700,True
76561198076548816,113020,True
76561198076548816,219740,True
chillrend,221100,True
chillrend,393010,True
chillrend,208090,True
chillrend,440,True
BarretaJrs,440,True
Gborges,440,True
lukeyturley,730,True
lukeyturley,247730,False
lukeyturley,218230,True
PolygonCloud,205890,True
76561198095142204,570,True
BOB_200,8400,True
BOB_200,434260,True
76561198070735033,359290,False
76561198018560501,10500,True
76561198069458790,730,True
76561198069458790,265630,True
76561198069458790,440,True
76561198051148175,218620,True
76561198047208452,220240,True
76561198047208452,34900,True
76561198047208452,113200,True
generalale,239160,True
generalale,220240,True
generalale,440,True
brendoboy,630,True
brendoboy,218620,False
brendoboy,208090,False
brendoboy,230410,True
brendoboy,322330,True
brendoboy,241930,True
brendoboy,1250,True
76561198071234254,200210,True
76561198071234254,238460,True
76561198071234254,730,True
76561198071234254,105600,True
76561198071234254,440,True
76561198165870150,72850,True
76561198165870150,730,True
76561197988934555,236390,True
76561197988934555,290300,True
76561197988934555,295110,True
76561197988934555,301520,True
Infixation,346560,True
Infixation,328220,True
Infixation,256410,True
Infixation,730,True
Infixation,252490,True
Infixation,203160,True
Infixation,39120,True
76561198071162228,218620,True
76561198047304525,239070,True
76561197994969639,91310,True
JuanManSnipez,730,True
Ben_Andy,265770,False
Ben_Andy,105600,True
Bennysaputra,10,True
76561198067021476,730,True
76561198067021476,242760,True
76561198067021476,239140,True
76561198067021476,72850,True
76561198067021476,263280,True
76561198190487725,252490,True
76561198190487725,386360,True
76561198045071942,310380,True
Bhappiikhat,304930,True
Ahahahahahahahahahahahahahahaha,363970,True
Ahahahahahahahahahahahahahahaha,570,False
BITCHPLESE,295110,True
BITCHPLESE,252490,False
BITCHPLESE,319630,True
Too_1337,220,True
Too_1337,4000,True
kinglemon1222,48700,True
76561198030636321,255710,True
76561198007342405,364360,True
76561198007342405,730,False
76561198007342405,236390,True
IJustWantedToTalk,4000,True
IJustWantedToTalk,550,False
IJustWantedToTalk,271590,False
IJustWantedToTalk,219640,True
IJustWantedToTalk,304930,True
IJustWantedToTalk,247730,False
76561198081885254,265630,True
76561198034643189,263280,True
LlamasInNigjamas,730,True
mavros88,369200,False
mavros88,288470,True
mavros88,298110,False
mavros88,730,True
mavros88,282140,True
mavros88,323370,True
mavros88,209870,True
mavros88,216250,True
mavros88,50300,True
76561198035363871,381210,False
Hummingsenpai,333930,True
CHAAANG,10680,True
CHAAANG,238320,True
76561198056980314,236390,True
76561198056980314,34330,True
76561198077586769,440,True
bitmat,300570,True
bitmat,201420,True
bitmat,220240,True
bitmat,211420,True
76561198028483487,238260,True
Ghoster09,206210,True
Ghoster09,570,True
Ghoster09,440,True
76561198081496844,6060,True
180577,440,True
Barridos,4000,True
Blackhawk611,364360,True
76561197988863895,238430,False
76561197988863895,248820,True
76561198042728201,221100,True
76561198042728201,202970,True
hbk1462,4000,True
76561198088724903,570,True
76561198057521157,344760,True
76561198057521157,251570,True
76561198057521157,290080,False
76561198057521157,313120,True
76561198053766465,374320,True
76561198057389499,222880,True
76561198057389499,252950,True
76561198057389499,318420,True
76561198057389499,225540,True
76561198057389499,4000,True
76561198057389499,440,True
FHK,237930,True
76561198030735076,570,True
76561198030735076,339610,False
Bluegills,293780,True
Bluegills,20530,True
Bluegills,208090,True
Bluegills,57300,True
Bluegills,39150,True
Bluegills,70,True
Bluegills,13210,True
Bluegills,22120,True
76561197970931849,449710,True
76561197970931849,204100,True
76561197970931849,319740,False
rrbr,244050,False
rrbr,270370,True
13lazer,33930,True
76561198044344399,352460,True
76561197999613236,251570,True
76561197999613236,271590,True
76561197999613236,24860,True
76561197999613236,333950,True
RespekPlox,72850,True
76561198062288797,333930,True
76561198062288797,346010,True
bobseagull,730,True
bobseagull,49520,True
bobseagull,242720,False
bobseagull,238460,True
bobseagull,251630,True
bobseagull,220240,True
bobseagull,4000,True
bokkkbokkk,346110,True
bokkkbokkk,346110,True
Bonesdontrattlethem,4000,True
76561198062403736,335300,True
76561198062403736,218620,True
76561198073642113,550,True
76561198073642113,218620,True
76561198073642113,55140,True
76561198211433640,218620,True
76561198211433640,730,True
ilyjoepoe,318430,True
Mantrouminati,570,True
hididdlyhoe,440,True
hididdlyhoe,252490,True
76561198027225504,230410,True
76561198027225504,218620,True
76561198027225504,323470,True
76561198027225504,271290,True
76561198027225504,630,True
76561198027225504,10680,True
dicksoutforboromir,334230,True
dicksoutforboromir,48700,True
dicksoutforboromir,8930,True
dicksoutforboromir,474750,True
dicksoutforboromir,224260,True
dicksoutforboromir,570,True
dicksoutforboromir,252490,False
probotsteve,730,False
76561197977543317,243470,False
BrutalLegend69,225260,True
76561198007539695,45730,False
76561198007539695,99400,False
76561198064026657,96100,True
76561198064026657,1250,True
76561198024450886,213650,True
saint556,429720,True
saint556,340050,True
saint556,234190,True
saint556,261880,True
saint556,230840,True
saint556,263760,True
saint556,233190,True
Brayneeah,211420,False
brettebear,220780,True
metiqu,730,True
Brianseb,304930,True
