user_id,item_id,recommend,playtime_forever,playtime_2weeks,rating
shark854,225540,True,935,0,3.0
killbunny38,333930,False,194,0,3.0
76561198047630659,230410,False,5335,0,1.5
76561198047630659,230410,False,5335,0,5.0
76561198047630659,230410,False,5335,0,2.5
76561198047630659,230410,False,5335,0,5.0
1337lolroflmao,271590,True,11950,642,1.0
1337lolroflmao,218620,True,15752,89,1.0
1337lolroflmao,219740,True,1084,0,1.5
1337lolroflmao,7940,True,1955,0,2.0
1337lolroflmao,234190,True,217,0,0.5
1337lolroflmao,10180,True,905,0,2.5
1337lolroflmao,33900,True,2281,0,4.0
1337lolroflmao,261030,True,506,0,0.5
1337lolroflmao,243470,True,1562,0,1.5
OzfurAtlas,218620,False,109,0,1.5
OzfurAtlas,4700,True,4112,50,2.0
OzfurAtlas,212680,True,2714,0,4.0
76561198065593074,304930,False,3472,694,2.5
76561198065593074,730,False,2570,283,2.5
76561198065593074,304050,True,966,0,4.5
76561198065593074,203750,True,952,0,2.0
76561198044169764,227940,False,4344,0,2.0
76561198044169764,355180,False,84,0,1.5
76561198044169764,730,True,29842,947,2.5
76561198044169764,4000,True,244352,552,3.0
euzi,236390,True,41384,0,1.0
76561198087010391,4000,True,23435,56,4.5
66666669999999,302830,False,52,0,3.5
76561198061174192,220200,True,8368,793,1.5
76561198061174192,242760,True,154,0,5.0
ReMiXOfficalSteam,352460,True,74,0,4.0
76561198084390807,252490,True,1181,0,2.0
Mastic,304050,False,133,0,5.0
Mastic,550,True,6642,0,3.5
Mastic,206420,True,3044,0,3.5
Mastic,278360,False,230,0,0.5
76561198028286104,10180,True,10169,259,4.0
tarjla,242760,True,6368,26,2.0
tarjla,304930,True,11492,18,5.0
tarjla,252490,True,76144,695,3.0
tarjla,4000,True,80364,0,3.5
tarjla,211820,True,4639,0,2.0
tarjla,105600,True,15281,0,0.5
tarjla,251570,True,6474,1028,5.0
tarjla,730,True,23614,67,4.5
readingthis4noobs,227940,True,33715,512,2.0
76561198104393251,304930,True,5012,79,1.5
76561198075322986,730,True,39916,2316,5.0
redsncrimson,620,True,10376,0,4.0
redsncrimson,211820,True,8148,0,3.5
redsncrimson,219890,True,746,0,4.5
redsncrimson,49520,True,16387,55,5.0
76561198151910904,252950,True,3779,725,4.5
H1DD3NT3RR0R,240,True,11941,0,3.0
H1DD3NT3RR0R,105600,True,34076,0,2.5
H1DD3NT3RR0R,204300,True,16352,0,1.5
H1DD3NT3RR0R,730,True,28611,0,4.0
76561198071214618,268750,True,1085,0,2.5
t8s,730,True,42273,232,4.0
pikawuu2,230410,True,178021,799,3.5
pikawuu2,12900,True,5794,0,3.5
Sammeh00,301520,True,20972,0,2.5
Michaelele,6060,True,3192,0,2.0
Michaelele,730,True,115670,1715,2.5
Michaelele,107410,True,86,0,3.5
Michaelele,304930,True,1297,0,0.5
76561198076098774,215080,True,27931,2679,4.0
76561198048417105,271590,True,21181,188,3.0
76561198048417105,730,True,67443,1964,3.5
76561198048417105,244160,True,367,0,2.5
76561198090842891,8190,True,6531,0,2.0
76561197998052647,233630,True,739,0,1.5
adohya343,303390,False,15,0,0.5
76561198145436942,221100,True,67256,40,1.5
3xotic26,500,True,12599,0,0.5
3xotic26,49520,True,2319,0,4.5
3xotic26,550,True,6174,0,5.0
iamthetrashlord,206420,True,5118,0,1.5
iamthetrashlord,213670,True,2973,0,3.5
3dster,550,True,352,0,0.5
76561198079990063,231040,True,644,0,4.0
Forty-Nine,221100,True,2578,0,2.5
76561198051017916,250600,True,28,0,4.5
L4M1NAS,227940,True,2524,0,2.5
L4M1NAS,227940,True,2524,0,4.5
L4M1NAS,227940,True,2524,0,0.5
L4M1NAS,227940,True,2524,0,1.5
L4M1NAS,437220,True,1454,0,3.0
L4M1NAS,437220,True,1454,0,4.5
L4M1NAS,437220,True,1454,0,1.0
L4M1NAS,437220,True,1454,0,3.0
L4M1NAS,221100,True,8424,213,5.0
L4M1NAS,221100,True,8424,213,4.5
L4M1NAS,221100,True,8424,213,2.0
L4M1NAS,221100,True,8424,213,1.5
76561198096766604,301520,False,1780,0,3.0
76561197995322437,264710,True,790,0,1.0
imsojipper,218620,True,6805,0,3.0
76561198084542731,47790,True,1775,0,0.5
mrpfresh,236110,True,410,0,2.5
mrpfresh,346110,True,141,0,3.5
GamerFag,70,True,590,0,3.5
GamerFag,420,True,715,0,2.5
GamerFag,380,True,1269,0,0.5
GamerFag,220,True,4118,0,4.0
GamerFag,1250,True,33723,862,3.5
chidori_647,213670,True,2413,0,3.5
chidori_647,21100,False,45,0,4.0
chidori_647,8190,True,4270,0,0.5
chidori_647,215470,False,85,0,1.0
76561198092227136,730,True,18795,0,2.0
76561198092227136,1250,True,8694,55,4.0
hellcat59,4000,True,11658,120,3.5
tbimperator,35450,True,2806,0,0.5
Allahu_Akbar666,230410,True,41994,4944,5.0
Allahu_Akbar666,304930,False,2241,0,1.5
ulramite,211820,True,3807,0,1.0
-GM-Dragon,226700,False,2335,0,5.0
-GM-Dragon,244850,True,14452,0,2.0
76561198054040292,298260,True,144,0,1.5
I_DID_911_JUST_SAYING,214420,True,42,0,1.0
I_DID_911_JUST_SAYING,365670,True,532,0,0.5
I_DID_911_JUST_SAYING,4000,True,2349,87,2.5
I_DID_911_JUST_SAYING,221260,True,835,0,4.0
750805,91310,False,2672,0,2.5
diabeticfuck,218620,True,38011,0,0.5
diabeticfuck,333930,False,1798,0,4.0
diabeticfuck,287700,True,3100,0,2.0
76561198054465623,302830,False,78,0,0.5
76561198054465623,250600,True,22,0,3.5
76561198054465623,105600,True,41676,31,4.5
76561198054465623,113020,True,475,10,4.5
aaropro,221100,True,16032,414,1.5
abiam,238960,True,1076,0,4.5
FrankoWalker,310370,True,21,0,0.5
FrankoWalker,236390,True,38750,13,2.0
LightfootSword7,221100,False,1942,0,2.5
SALTTHEW0UND,248820,True,1412,0,4.0
SALTTHEW0UND,730,True,42748,2,2.0
SALTTHEW0UND,550,True,309,0,2.0
SALTTHEW0UND,204030,True,669,0,4.5
SALTTHEW0UND,383080,True,210,0,2.0
express157,304930,True,752,0,1.5
76561198074644990,242760,True,1791,0,0.5
76561198064304806,730,True,131044,3019,1.0
TomoeMamiewe,10150,True,810,0,5.0
TomoeMamiewe,4000,True,956,0,3.0
76561198057086148,214950,True,10354,0,3.0
Acidius99,218620,True,12529,0,2.0
Acidius99,292030,True,5524,0,0.5
Acidius99,261640,True,10006,0,3.0
Acidius99,220240,True,3109,0,2.0
acorn13,313740,True,211,0,1.5
acorn13,34330,True,39675,0,4.5
acorn13,271590,True,69185,0,0.5
AddzyTheBaddzy,291550,True,4498,0,2.5
mradobe7,275850,False,862,0,1.0
76561198167207237,391540,True,1119,0,3.0
76561198167207237,265930,True,3402,0,0.5
76561198167207237,620,True,2856,71,3.5
cancerkek,730,True,42758,57,1.5
76561198073508075,10090,True,9411,0,4.5
76561198073508075,251570,True,1477,0,4.0
76561198073508075,218680,True,596,0,4.5
76561198090899557,252490,False,507,0,3.5
advenger95,22370,True,281,0,0.5
advenger95,307690,True,787,0,4.5
advenger95,72850,True,2107,0,2.0
EndAtHallow,1250,True,8049,0,1.0
76561198015968275,248610,True,263,0,1.0
Agiegamma,208090,True,162,0,1.0
Agronoth,244850,True,11691,0,0.5
Agronoth,221640,True,1636,0,1.0
Agronoth,104900,True,54,0,4.5
Agronoth,105600,True,19179,0,4.5
Agronoth,9450,False,831,0,1.5
UnholyFallenAngel,262410,True,69,0,3.0
UnholyFallenAngel,221040,True,4931,0,1.5
76561198068565589,221100,True,3066,0,2.0
SlutOnTheSpit,4000,True,533,0,5.0
NaruseAiria,317360,True,82,1,3.0
NaruseAiria,317360,True,82,1,3.5
NaruseAiria,317360,True,82,1,1.5
NaruseAiria,317360,True,82,1,3.0
NaruseAiria,108600,True,1932,0,1.0
NaruseAiria,108600,True,1932,0,4.0
NaruseAiria,108600,True,1932,0,2.5
NaruseAiria,108600,True,1932,0,2.5
76561198067713802,239660,True,335,0,2.0
76561198067713802,304930,True,1707,0,1.0
76561198187212131,730,True,78414,865,1.5
alansiulun,265930,True,53,0,1.5
76561198003056556,233720,True,35,0,2.5
maxpaynepillkiller,319630,True,998,0,3.0
maxpaynepillkiller,12120,True,2707,0,0.5
maxpaynepillkiller,241930,True,2527,0,4.0
maxpaynepillkiller,55230,True,879,0,5.0
maxpaynepillkiller,243470,False,956,0,3.5
76561198095481910,208090,True,1908,0,1.0
76561198164545985,730,True,24908,159,3.5
AlkalineDeath,240760,True,3276,0,1.5
76561198075935236,226700,True,4417,0,1.5
76561198075935236,250900,True,24446,0,2.0
mintifreshbadger,35450,True,8285,0,0.5
AlpacaRevolution,9900,True,77986,23,4.0
AlpacaRevolution,212680,True,1597,0,4.5
AlpacaRevolution,346110,False,505,0,2.5
AlphaBryn444,236370,True,293,0,1.0
76561198016753953,271290,True,4448,0,4.5
smegmyfoodle,346010,True,786,0,1.5
76561198057869849,313120,True,427,0,3.0
lol_ursuchanoob,218620,True,31083,108,3.0
lol_ursuchanoob,12210,True,3002,0,2.5
lol_ursuchanoob,220240,True,3916,409,5.0
lol_ursuchanoob,17300,True,734,0,4.0
AMV72,206440,True,298,0,5.0
AMV72,209000,True,5059,0,1.5
AMV72,218060,True,1014,0,4.5
AMV72,24240,True,19316,0,3.0
76561198085956238,224540,False,100,0,3.5
76561198085956238,242860,False,2648,0,4.5
76561198085956238,47410,True,25891,0,4.0
76561198085956238,34330,False,573,0,5.0
76561198132540690,220200,True,1363,0,2.5
711armageddoncarmageddon,113020,True,87,0,0.5
711armageddoncarmageddon,105600,True,677,0,1.0
711armageddoncarmageddon,9480,True,2693,0,2.5
Andraison,22230,True,38,0,3.0
76561198069560699,550,True,432,0,3.0
76561198069560699,72850,True,8525,0,5.0
76561198069560699,8870,True,830,0,3.5
76561198099625419,230410,True,630,0,2.0
76561198099625419,200260,True,3324,0,2.5
76561198099625419,19900,True,1331,0,2.0
76561198099625419,241540,True,927,0,1.5
76561198099625419,220,True,1057,0,1.0
76561198084032274,227940,False,8925,172,1.5
76561198084032274,236390,False,52438,130,0.5
Angrovar,17390,True,3274,0,4.0
Angrovar,359320,True,14881,278,3.5
AngryAinsley,317360,True,250,0,1.5
AngryAinsley,253030,True,358,0,2.5
AngryAinsley,295110,True,25308,2455,3.0
AngryAinsley,264710,True,3007,0,0.5
uradumbtit,274310,True,659,0,2.0
uradumbtit,4000,True,51999,0,3.0
IKillNoobsFirst,730,True,126915,3546,4.5
1234865654,22380,True,5578,0,3.0
76561198084123358,9900,True,153999,0,5.0
Apachehavoc,107410,False,19977,0,2.5
ApexNZ,221640,True,26,0,1.0
ApexNZ,202170,True,2414,0,1.5
ApexNZ,49520,True,9184,68,5.0
ApexNZ,313120,True,2214,0,4.0
76561198039441595,113020,False,493,0,2.0
76561198039441595,319510,False,19,0,0.5
76561198039441595,20,False,40,0,1.5
76561198039441595,209080,False,702,0,4.5
76561198039441595,223470,False,796,0,1.0
76561198039441595,417860,True,54,0,0.5
76561198039441595,313740,False,83,0,4.0
76561198039441595,8190,True,841,0,3.0
76561198036687918,377160,True,12331,0,3.0
benjamin27,730,True,9915,124,5.0
benjamin27,244850,True,3258,0,5.0
AppoGetsSuperAdmin,212500,True,3328,0,2.5
AppoGetsSuperAdmin,104900,True,371,0,5.0
76561198065064829,219640,True,17024,0,5.0
XABLAUziitu,214420,False,123,0,0.5
XABLAUziitu,105600,True,5479,0,3.5
XABLAUziitu,200210,True,442,0,1.0
76561198012909706,218130,True,214,0,1.0
dragonchief,252490,False,7164,0,1.5
76561198040530605,386070,True,4806,0,2.5
76561198040530605,8930,True,7676,0,1.5
76561198040530605,330830,True,648,0,3.5
76561198040530605,218230,True,16712,81,2.0
76561198040530605,104900,True,731,0,5.0
76561198040530605,240,True,5426,0,4.5
76561197974500703,8980,True,4720,0,4.0
76561197974500703,31270,True,288,0,3.0
76561197974500703,113200,True,5701,0,4.5
76561197974500703,8190,True,1936,0,3.0
76561197974500703,18700,False,45,0,1.0
76561197974500703,98800,True,4203,0,2.5
76561197974500703,107100,True,1289,0,1.0
76561197974500703,57300,True,817,0,3.0
76561198047185525,213670,True,1590,0,2.5
76561198047185525,218620,True,23886,0,3.0
sweep6060,391540,True,1221,0,4.5
bilyitu,730,True,3030,0,4.5
76561198088538797,209870,True,2756,0,2.5
deployablearchnagel,265630,True,1477,1,1.5
armouredmarshmallow,33230,True,2420,0,1.0
armouredmarshmallow,239200,True,431,0,2.5
armouredmarshmallow,346900,True,1485,0,0.5
armouredmarshmallow,363970,True,2090,0,2.5
armouredmarshmallow,65790,True,666,0,2.5
armouredmarshmallow,72850,True,40819,0,1.0
armouredmarshmallow,57300,True,5861,0,2.5
armouredmarshmallow,230410,True,94267,0,3.0
76561198020928326,70,True,5599,0,2.0
76561198020928326,70,True,5599,0,4.5
76561198020928326,70,True,5599,0,4.0
76561198020928326,70,True,5599,0,3.0
Array71,244850,True,9107,0,2.0
76561198039874575,221100,True,5099,0,3.5
arronlim13,99900,True,19338,3050,4.5
ARTHERDUNGER10,250900,True,1630,0,2.5
Mackus1011,211820,True,2853,0,1.0
Mackus1011,380600,True,498,0,2.0
Mackus1011,22380,True,3340,0,4.5
Mackus1011,252490,True,1473,0,1.0
76561198041877981,241540,True,372,0,0.5
ARZARNAR,220200,True,26116,1758,2.5
darkmassieh,47780,True,893,0,0.5
darkmassieh,377160,True,17626,58,2.0
darkmassieh,4000,True,116025,0,3.5
darkmassieh,107410,True,51108,364,1.0
darkmassieh,301520,True,858,0,0.5
darkmassieh,227680,False,426,0,0.5
asianturtlefrenzy,289130,True,3866,76,3.5
asianturtlefrenzy,253030,True,582,0,2.0
asianturtlefrenzy,249050,True,526,0,2.0
asianturtlefrenzy,245550,True,377,0,3.5
blowjobsfurdayzandgayz,304050,False,1378,87,3.5
blowjobsfurdayzandgayz,417860,True,41,0,3.5
blowjobsfurdayzandgayz,96100,False,28,0,1.0
76561198082992295,4000,True,3625,0,1.5
76561198082992295,230410,True,30922,0,5.0
LaLocaDeLosDulces,80,True,4079,13,1.5
76561198064352761,56400,True,7323,0,4.5
assassin_warman,72850,True,6020,0,0.5
assassin_warman,105600,True,46279,2,2.0
assassin_warman,219150,True,598,0,2.5
assassin_warman,204450,True,491,491,1.5
assassin_warman,239140,True,4569,0,1.0
assassin_warman,218620,True,16266,0,1.0
Astrelt,385770,True,1323,0,0.5
Astrelt,212200,True,37569,0,1.0
Astrelt,218680,True,2453,0,2.0
Astrelt,230410,True,14334,0,0.5
Astrelt,4000,True,11620,0,3.5
Astrelt,346900,True,604,0,1.0
Astrelt,221640,True,85,0,2.5
omgihaveawebpage,223470,True,1622,0,3.0
omgihaveawebpage,253430,True,1583,0,4.5
omgihaveawebpage,620,True,4782,0,1.5
omgihaveawebpage,4000,True,19512,0,3.5
omgihaveawebpage,730,True,123505,4131,2.0
Swish0009,218620,True,4114,0,1.0
Swish0009,203160,True,331,0,0.5
Swish0009,230410,True,12484,114,2.0
Swish0009,219640,True,2847,0,4.5
Swish0009,213850,True,25,0,4.0
Aurora99,72850,True,3513,0,2.5
Aurora99,730,True,25995,0,2.0
Aurora99,105600,True,23320,0,2.0
Aurora99,550,True,8075,0,3.0
Aurora99,282440,False,306,0,4.0
Aurora99,1250,True,16961,0,2.0
76561198053071988,271590,False,1052,0,5.0
76561198083375450,225640,True,5445,0,0.5
76561198083375450,113420,True,1664,784,4.5
76561198083375450,226700,False,24421,0,0.5
76561198083375450,377160,True,6665,0,4.5
76561198083375450,239220,True,10450,0,3.0
76561198083375450,224600,True,1994,0,4.0
auzmoz,243870,True,8708,0,3.5
auzmoz,223750,True,24,0,3.5
auzmoz,65980,True,13060,0,2.0
auzmoz,236390,True,5543,0,0.5
auzmoz,320,True,143168,1537,3.5
auzzie_96,289130,True,88,0,4.5
fatrangacuntnolifevirgin,202970,True,260,0,5.0
76561198064150679,20920,True,2049,0,5.0
76561198110293299,265930,True,862,0,4.5
76561198110293299,346110,True,38796,0,2.0
76561198110293299,304930,True,3137,1,2.5
76561198110293299,236390,True,121740,1000,0.5
de_triggered,270370,True,2915,0,0.5
de_triggered,224540,True,2317,0,2.5
de_triggered,219640,True,5901,0,2.0
de_triggered,233450,True,8603,862,3.5
de_triggered,4000,True,187008,5,1.5
de_triggered,236390,True,13025,0,0.5
76561198071748311,391540,True,842,0,1.5
Azrafael,215530,True,1432,0,4.5
Azrafael,379720,True,1308,0,1.5
76561198076301023,251570,True,35515,188,2.5
hoarbiscuit,55230,True,7086,0,2.0
bohgeraltofrivia,261640,True,13421,0,2.0
TeH-B-Rad,730,True,92064,177,2.5
BAW_Killer,221100,True,98931,233,3.0
BAW_Killer,287700,False,1769,0,1.5
BAW_Killer,359550,False,1003,0,5.0
gamerdude7892,22380,True,5584,0,4.0
BBBirb,4000,True,84082,682,0.5
BBBirb,304050,True,2090,0,2.5
76561198064579722,4000,True,5897,329,3.0
potatoskins,233270,True,16,0,3.0
crispymemesmantheyremyfavourite,230410,True,1188,0,4.5
crispymemesmantheyremyfavourite,304050,True,369,0,1.5
crispymemesmantheyremyfavourite,212680,True,656,0,1.0
76561198074409406,391460,False,31,0,1.5
H-Alo,346010,True,171,0,2.5
420Blz,107410,True,22443,0,1.0
76561198076548816,200210,True,2911,2277,1.0
76561198076548816,304930,False,4777,513,3.5
76561198076548816,226700,True,443,0,3.0
76561198076548816,113020,True,179,0,1.5
chillrend,221100,True,40749,0,2.5
lukeyturley,730,True,17727,5,3.0
lukeyturley,247730,False,54,0,2.5
