user_id,item_id,recommend,steam_id,playtime_forever,playtime_2weeks,id
StelerForYou,211820,True,76561198066728567,6071,881,68
Xx-Woods,224260,True,76561198064054499,1253,0,69
Xx-Woods,295550,True,76561198064054499,971,0,69
Xx-Woods,250180,True,76561198064054499,326,0,69
Xx-Woods,227940,True,76561198064054499,795,0,69
kevinator23,8850,True,76561198064469140,1702,0,70
kevinator23,233720,True,76561198064469140,419,0,70
kevinator23,218620,True,76561198064469140,21461,140,70
kevinator23,730,True,76561198064469140,21527,1444,70
kevinator23,219740,True,76561198064469140,1290,0,70
kevinator23,220240,True,76561198064469140,3678,0,70
76561198090715178,4000,True,76561198090715178,9098,0,71
76561198090715178,304930,True,76561198090715178,2503,0,71
76561198073784601,221100,True,76561198073784601,45855,159,72
mimimomoma,730,True,76561198098305358,119850,1444,73
de_Butl3r,209870,True,76561198092276029,15802,0,74
76561198027947401,322170,True,76561198027947401,1292,26,75
76561198027947401,304050,True,76561198027947401,3377,1,75
Bluezap1,730,True,76561198228257988,48969,1231,76
Bluezap1,362890,True,76561198228257988,589,0,76
76561198074200011,730,True,76561198074200011,68487,2699,77
jonasdbomb,346110,True,76561198026525528,6718,0,78
Lord_Exploit,322170,True,76561198121529183,45,0,79
AVATAR715,48240,False,76561198086661549,41,0,80
AVATAR715,248570,True,76561198086661549,246,0,80
AVATAR715,264140,True,76561198086661549,259,0,80
AVATAR715,4000,True,76561198086661549,84437,7,80
AVATAR715,266430,True,76561198086661549,100,0,80
AVATAR715,316010,True,76561198086661549,22,0,80
YieuwMage,730,True,76561198168665156,24823,882,81
A-Very-Sly-Person,304930,True,76561198078378562,76632,0,82
76561197994493402,365590,True,76561197994493402,22494,7,83
76561197994493402,264200,True,76561197994493402,584,0,83
76561198065656175,383080,True,76561198065656175,1146,1,84
97396295,301520,True,76561198090575193,1057,0,85
97396295,243870,True,76561198090575193,2107,0,85
97396295,218230,False,76561198090575193,10078,0,85
97396295,291550,False,76561198090575193,3282,216,85
76561198126640317,251570,True,76561198126640317,2971,0,86
76561198126640317,221100,True,76561198126640317,8584,0,86
76561198126640317,316010,True,76561198126640317,211,0,86
76561198126640317,218230,True,76561198126640317,460,0,86
76561198126640317,333930,True,76561198126640317,2175,0,86
76561198126640317,222880,True,76561198126640317,384,0,86
76561198126640317,730,True,76561198126640317,91215,3478,86
DemonicWolvz,55230,True,76561198083882871,2892,90,87
DemonicWolvz,232090,True,76561198083882871,3075,0,87
DemonicWolvz,4000,True,76561198083882871,3990,0,87
DemonicWolvz,206420,True,76561198083882871,5805,1,87
DemonicWolvz,224260,True,76561198083882871,991,0,87
DemonicWolvz,550,True,76561198083882871,4932,1,87
DieMadchenschanderin,346110,True,76561198010679125,229,0,88
DieMadchenschanderin,346110,True,76561198010679125,229,0,88
DieMadchenschanderin,346110,True,76561198010679125,229,0,88
DieMadchenschanderin,346110,True,76561198010679125,229,0,88
GGargula,233250,True,76561198086990597,344,0,89
Myther43,273350,True,76561198081394779,553,0,90
getf0kinn0sc0pedm9,730,True,76561198085068505,61193,2213,91
76561198141443390,730,True,76561198141443390,148507,1125,92
whodafuqisthisguilao,730,True,76561198073910768,56450,246,93
Magjiikal,313740,True,76561198042805870,645,0,94
ohnospaghet,369200,True,76561198049699081,55,0,95
ohnospaghet,252490,False,76561198049699081,2203,0,95
ohnospaghet,264200,True,76561198049699081,180,0,95
76561198050347115,292030,True,76561198050347115,11327,0,96
2768820078,287700,True,76561198141694336,72,0,97
2768820078,730,False,76561198141694336,31988,0,97
2768820078,377160,True,76561198141694336,25220,0,97
2768820078,221380,True,76561198141694336,6528,0,97
2768820078,271590,True,76561198141694336,11894,0,97
2768820078,298110,True,76561198141694336,3367,0,97
76561198056392326,219640,False,76561198056392326,151,0,98
76561198056392326,269210,False,76561198056392326,194,0,98
2d4nk4m3,317470,False,76561198077997412,28,0,99
2d4nk4m3,47410,True,76561198077997412,7440,0,99
76561198078478151,730,True,76561198078478151,925,0,100
76561198095921854,245620,True,76561198095921854,1231,0,101
EizanAratoFujimaki,70,True,76561198160640899,1395,102,102
TeCool,202090,True,76561198034252291,19624,0,103
TeCool,339280,True,76561198034252291,1125,0,103
2xDelorean,212680,True,76561198043816230,1112,0,104
2xDelorean,200210,True,76561198043816230,1983,0,104
washington_,4000,True,76561198044031549,16363,0,105
washington_,211820,True,76561198044031549,1186,0,105
washington_,10180,True,76561198044031549,199,0,105
washington_,252490,True,76561198044031549,14071,203,105
washington_,417860,True,76561198044031549,18,0,105
76561198088944293,359550,True,76561198088944293,2001,0,106
76561198088944293,107410,True,76561198088944293,42735,1473,106
76561198088944293,218230,False,76561198088944293,486,0,106
76561198088944293,304930,True,76561198088944293,4146,0,106
76561198051258119,730,True,76561198051258119,22534,0,107
Pyromanic,31280,True,76561198059267109,200,0,108
Pyromanic,4000,True,76561198059267109,276,0,108
Pyromanic,240,True,76561198059267109,94,0,108
CobRazor,252490,True,76561198000290610,3621,223,109
relesprit,8930,True,76561198039196279,7250,0,110
relesprit,8930,True,76561198039196279,7250,0,110
relesprit,8930,True,76561198039196279,7250,0,110
relesprit,8930,True,76561198039196279,7250,0,110
WitchHunter4542,304930,True,76561198049338296,10177,180,111
WitchHunter4542,237310,True,76561198049338296,4906,0,111
WitchHunter4542,224260,True,76561198049338296,1771,0,111
pwrt,230410,True,76561198092377415,142589,600,112
76561198115868847,219640,False,76561198115868847,2003,0,113
76561198031207016,8930,True,76561198031207016,25902,0,114
76561198043458582,105600,True,76561198043458582,16204,0,115
76561198043458582,221100,True,76561198043458582,2716,0,115
76561198043458582,107410,True,76561198043458582,29825,1054,115
76561198043458582,231430,True,76561198043458582,2890,0,115
smashiroshh,218620,True,76561198140446256,17269,0,116
shark854,225540,True,76561198073360997,935,0,117
killbunny38,333930,False,76561198033203747,194,0,118
76561198047630659,230410,False,76561198047630659,5335,0,119
76561198047630659,230410,False,76561198047630659,5335,0,119
76561198047630659,230410,False,76561198047630659,5335,0,119
76561198047630659,230410,False,76561198047630659,5335,0,119
1337lolroflmao,271590,True,76561198058095161,11950,642,120
1337lolroflmao,218620,True,76561198058095161,15752,89,120
1337lolroflmao,219740,True,76561198058095161,1084,0,120
1337lolroflmao,7940,True,76561198058095161,1955,0,120
1337lolroflmao,234190,True,76561198058095161,217,0,120
1337lolroflmao,10180,True,76561198058095161,905,0,120
1337lolroflmao,33900,True,76561198058095161,2281,0,120
1337lolroflmao,261030,True,76561198058095161,506,0,120
1337lolroflmao,243470,True,76561198058095161,1562,0,120
OzfurAtlas,218620,False,76561198049756768,109,0,121
OzfurAtlas,4700,True,76561198049756768,4112,50,121
OzfurAtlas,212680,True,76561198049756768,2714,0,121
76561198065593074,304930,False,76561198065593074,3472,694,122
76561198065593074,730,False,76561198065593074,2570,283,122
76561198065593074,304050,True,76561198065593074,966,0,122
76561198065593074,203750,True,76561198065593074,952,0,122
76561198044169764,227940,False,76561198044169764,4344,0,123
76561198044169764,355180,False,76561198044169764,84,0,123
76561198044169764,730,True,76561198044169764,29842,947,123
76561198044169764,4000,True,76561198044169764,244352,552,123
euzi,236390,True,76561198074141366,41384,0,124
76561198087010391,4000,True,76561198087010391,23435,56,125
66666669999999,302830,False,76561198004054805,52,0,126
76561198061174192,220200,True,76561198061174192,8368,793,127
76561198061174192,242760,True,76561198061174192,154,0,127
ReMiXOfficalSteam,352460,True,76561198069676842,74,0,128
76561198084390807,252490,True,76561198084390807,1181,0,129
Mastic,304050,False,76561198070257177,133,0,130
Mastic,550,True,76561198070257177,6642,0,130
Mastic,206420,True,76561198070257177,3044,0,130
Mastic,278360,False,76561198070257177,230,0,130
76561198028286104,10180,True,76561198028286104,10169,259,131
tarjla,242760,True,76561198063067690,6368,26,132
tarjla,304930,True,76561198063067690,11492,18,132
tarjla,252490,True,76561198063067690,76144,695,132
tarjla,4000,True,76561198063067690,80364,0,132
tarjla,211820,True,76561198063067690,4639,0,132
tarjla,105600,True,76561198063067690,15281,0,132
tarjla,251570,True,76561198063067690,6474,1028,132
tarjla,730,True,76561198063067690,23614,67,132
readingthis4noobs,227940,True,76561198089643196,33715,512,133
76561198104393251,304930,True,76561198104393251,5012,79,134
76561198075322986,730,True,76561198075322986,39916,2316,135
redsncrimson,620,True,76561198055786387,10376,0,136
redsncrimson,211820,True,76561198055786387,8148,0,136
redsncrimson,219890,True,76561198055786387,746,0,136
redsncrimson,49520,True,76561198055786387,16387,55,136
76561198151910904,252950,True,76561198151910904,3779,725,137
H1DD3NT3RR0R,240,True,76561198066902183,11941,0,138
H1DD3NT3RR0R,105600,True,76561198066902183,34076,0,138
H1DD3NT3RR0R,204300,True,76561198066902183,16352,0,138
H1DD3NT3RR0R,730,True,76561198066902183,28611,0,138
76561198071214618,268750,True,76561198071214618,1085,0,139
t8s,730,True,76561198191333731,42273,232,140
pikawuu2,230410,True,76561198052736868,178021,799,141
pikawuu2,12900,True,76561198052736868,5794,0,141
Sammeh00,301520,True,76561198088147599,20972,0,142
Michaelele,6060,True,76561198059519402,3192,0,143
Michaelele,730,True,76561198059519402,115670,1715,143
Michaelele,107410,True,76561198059519402,86,0,143
Michaelele,304930,True,76561198059519402,1297,0,143
76561198076098774,215080,True,76561198076098774,27931,2679,144
76561198048417105,271590,True,76561198048417105,21181,188,145
76561198048417105,730,True,76561198048417105,67443,1964,145
76561198048417105,244160,True,76561198048417105,367,0,145
76561198090842891,8190,True,76561198090842891,6531,0,146
76561197998052647,233630,True,76561197998052647,739,0,147
adohya343,303390,False,76561198123280390,15,0,148
76561198145436942,221100,True,76561198145436942,67256,40,149
3xotic26,500,True,76561198046015922,12599,0,150
3xotic26,49520,True,76561198046015922,2319,0,150
3xotic26,550,True,76561198046015922,6174,0,150
iamthetrashlord,206420,True,76561198063595238,5118,0,151
iamthetrashlord,213670,True,76561198063595238,2973,0,151
3dster,550,True,76561198064608459,352,0,152
76561198079990063,231040,True,76561198079990063,644,0,153
Forty-Nine,221100,True,76561198087332642,2578,0,154
76561198051017916,250600,True,76561198051017916,28,0,155
L4M1NAS,227940,True,76561198050176480,2524,0,156
L4M1NAS,227940,True,76561198050176480,2524,0,156
L4M1NAS,227940,True,76561198050176480,2524,0,156
L4M1NAS,227940,True,76561198050176480,2524,0,156
L4M1NAS,437220,True,76561198050176480,1454,0,156
L4M1NAS,437220,True,76561198050176480,1454,0,156
L4M1NAS,437220,True,76561198050176480,1454,0,156
L4M1NAS,437220,True,76561198050176480,1454,0,156
L4M1NAS,221100,True,76561198050176480,8424,213,156
L4M1NAS,221100,True,76561198050176480,8424,213,156
L4M1NAS,221100,True,76561198050176480,8424,213,156
L4M1NAS,221100,True,76561198050176480,8424,213,156
76561198096766604,301520,False,76561198096766604,1780,0,157
76561197995322437,264710,True,76561197995322437,790,0,158
imsojipper,218620,True,76561198070484359,6805,0,159
76561198084542731,47790,True,76561198084542731,1775,0,160
mrpfresh,236110,True,76561197974266367,410,0,161
mrpfresh,346110,True,76561197974266367,141,0,161
GamerFag,70,True,76561198006592023,590,0,162
GamerFag,420,True,76561198006592023,715,0,162
GamerFag,380,True,76561198006592023,1269,0,162
GamerFag,220,True,76561198006592023,4118,0,162
GamerFag,1250,True,76561198006592023,33723,862,162
chidori_647,213670,True,76561198018683659,2413,0,163
chidori_647,21100,False,76561198018683659,45,0,163
chidori_647,8190,True,76561198018683659,4270,0,163
chidori_647,215470,False,76561198018683659,85,0,163
76561198092227136,730,True,76561198092227136,18795,0,164
76561198092227136,1250,True,76561198092227136,8694,55,164
hellcat59,4000,True,76561198089539976,11658,120,165
tbimperator,35450,True,76561198061137771,2806,0,166
Allahu_Akbar666,230410,True,76561198072341833,41994,4944,167
Allahu_Akbar666,304930,False,76561198072341833,2241,0,167
ulramite,211820,True,76561198055973093,3807,0,168
-GM-Dragon,226700,False,76561197978442610,2335,0,169
-GM-Dragon,244850,True,76561197978442610,14452,0,169
76561198054040292,298260,True,76561198054040292,144,0,170
I_DID_911_JUST_SAYING,214420,True,76561198067520555,42,0,171
I_DID_911_JUST_SAYING,365670,True,76561198067520555,532,0,171
I_DID_911_JUST_SAYING,4000,True,76561198067520555,2349,87,171
I_DID_911_JUST_SAYING,221260,True,76561198067520555,835,0,171
750805,91310,False,76561198095708135,2672,0,172
diabeticfuck,218620,True,76561198072918306,38011,0,173
diabeticfuck,333930,False,76561198072918306,1798,0,173
diabeticfuck,287700,True,76561198072918306,3100,0,173
76561198054465623,302830,False,76561198054465623,78,0,174
76561198054465623,250600,True,76561198054465623,22,0,174
76561198054465623,105600,True,76561198054465623,41676,31,174
76561198054465623,113020,True,76561198054465623,475,10,174
aaropro,221100,True,76561198084687167,16032,414,175
abiam,238960,True,76561198057005123,1076,0,176
FrankoWalker,310370,True,76561198119635144,21,0,177
FrankoWalker,236390,True,76561198119635144,38750,13,177
LightfootSword7,221100,False,76561198052108889,1942,0,178
SALTTHEW0UND,248820,True,76561198087436922,1412,0,179
SALTTHEW0UND,730,True,76561198087436922,42748,2,179
SALTTHEW0UND,550,True,76561198087436922,309,0,179
SALTTHEW0UND,204030,True,76561198087436922,669,0,179
SALTTHEW0UND,383080,True,76561198087436922,210,0,179
express157,304930,True,76561198065500375,752,0,180
76561198074644990,242760,True,76561198074644990,1791,0,181
76561198064304806,730,True,76561198064304806,131044,3019,182
TomoeMamiewe,10150,True,76561198044661522,810,0,183
TomoeMamiewe,4000,True,76561198044661522,956,0,183
76561198057086148,214950,True,76561198057086148,10354,0,184
Acidius99,218620,True,76561198103673180,12529,0,185
Acidius99,292030,True,76561198103673180,5524,0,185
Acidius99,261640,True,76561198103673180,10006,0,185
Acidius99,220240,True,76561198103673180,3109,0,185
acorn13,313740,True,76561198001612399,211,0,186
acorn13,34330,True,76561198001612399,39675,0,186
acorn13,271590,True,76561198001612399,69185,0,186
AddzyTheBaddzy,291550,True,76561198091378873,4498,0,187
mradobe7,275850,False,76561198060344583,862,0,188
76561198167207237,391540,True,76561198167207237,1119,0,189
76561198167207237,265930,True,76561198167207237,3402,0,189
76561198167207237,620,True,76561198167207237,2856,71,189
cancerkek,730,True,76561198042686759,42758,57,190
76561198073508075,10090,True,76561198073508075,9411,0,191
76561198073508075,251570,True,76561198073508075,1477,0,191
76561198073508075,218680,True,76561198073508075,596,0,191
76561198090899557,252490,False,76561198090899557,507,0,192
advenger95,22370,True,76561198029864696,281,0,193
advenger95,307690,True,76561198029864696,787,0,193
advenger95,72850,True,76561198029864696,2107,0,193
EndAtHallow,1250,True,76561198055363234,8049,0,194
76561198015968275,248610,True,76561198015968275,263,0,195
Agiegamma,208090,True,76561198085624670,162,0,196
Agronoth,244850,True,76561198054531989,11691,0,197
Agronoth,221640,True,76561198054531989,1636,0,197
Agronoth,104900,True,76561198054531989,54,0,197
Agronoth,105600,True,76561198054531989,19179,0,197
Agronoth,9450,False,76561198054531989,831,0,197
UnholyFallenAngel,262410,True,76561198097012821,69,0,198
UnholyFallenAngel,221040,True,76561198097012821,4931,0,198
76561198068565589,221100,True,76561198068565589,3066,0,199
SlutOnTheSpit,4000,True,76561198031629115,533,0,200
NaruseAiria,317360,True,76561198076727678,82,1,201
NaruseAiria,317360,True,76561198076727678,82,1,201
NaruseAiria,317360,True,76561198076727678,82,1,201
NaruseAiria,317360,True,76561198076727678,82,1,201
NaruseAiria,108600,True,76561198076727678,1932,0,201
NaruseAiria,108600,True,76561198076727678,1932,0,201
NaruseAiria,108600,True,76561198076727678,1932,0,201
NaruseAiria,108600,True,76561198076727678,1932,0,201
76561198067713802,239660,True,76561198067713802,335,0,202
76561198067713802,304930,True,76561198067713802,1707,0,202
76561198187212131,730,True,76561198187212131,78414,865,203
alansiulun,265930,True,76561198068368825,53,0,204
76561198003056556,233720,True,76561198003056556,35,0,205
maxpaynepillkiller,319630,True,76561198094996791,998,0,206
maxpaynepillkiller,12120,True,76561198094996791,2707,0,206
maxpaynepillkiller,241930,True,76561198094996791,2527,0,206
maxpaynepillkiller,55230,True,76561198094996791,879,0,206
maxpaynepillkiller,243470,False,76561198094996791,956,0,206
76561198095481910,208090,True,76561198095481910,1908,0,207
76561198164545985,730,True,76561198164545985,24908,159,208
AlkalineDeath,240760,True,76561198040467599,3276,0,209
76561198075935236,226700,True,76561198075935236,4417,0,210
76561198075935236,250900,True,76561198075935236,24446,0,210
mintifreshbadger,35450,True,76561198113948502,8285,0,211
AlpacaRevolution,9900,True,76561198064165439,77986,23,212
AlpacaRevolution,212680,True,76561198064165439,1597,0,212
AlpacaRevolution,346110,False,76561198064165439,505,0,212
AlphaBryn444,236370,True,76561198109133095,293,0,213
76561198016753953,271290,True,76561198016753953,4448,0,214
smegmyfoodle,346010,True,76561198044281309,786,0,215
76561198057869849,313120,True,76561198057869849,427,0,216
lol_ursuchanoob,218620,True,76561198055479817,31083,108,217
lol_ursuchanoob,12210,True,76561198055479817,3002,0,217
lol_ursuchanoob,220240,True,76561198055479817,3916,409,217
lol_ursuchanoob,17300,True,76561198055479817,734,0,217
AMV72,206440,True,76561197971372464,298,0,218
AMV72,209000,True,76561197971372464,5059,0,218
AMV72,218060,True,76561197971372464,1014,0,218
AMV72,24240,True,76561197971372464,19316,0,218
76561198085956238,224540,False,76561198085956238,100,0,219
76561198085956238,242860,False,76561198085956238,2648,0,219
76561198085956238,47410,True,76561198085956238,25891,0,219
76561198085956238,34330,False,76561198085956238,573,0,219
76561198132540690,220200,True,76561198132540690,1363,0,220
711armageddoncarmageddon,113020,True,76561198087759807,87,0,221
711armageddoncarmageddon,105600,True,76561198087759807,677,0,221
711armageddoncarmageddon,9480,True,76561198087759807,2693,0,221
Andraison,22230,True,76561198067449201,38,0,222
76561198069560699,550,True,76561198069560699,432,0,223
76561198069560699,72850,True,76561198069560699,8525,0,223
76561198069560699,8870,True,76561198069560699,830,0,223
76561198099625419,230410,True,76561198099625419,630,0,224
76561198099625419,200260,True,76561198099625419,3324,0,224
76561198099625419,19900,True,76561198099625419,1331,0,224
76561198099625419,241540,True,76561198099625419,927,0,224
76561198099625419,220,True,76561198099625419,1057,0,224
76561198084032274,227940,False,76561198084032274,8925,172,225
76561198084032274,236390,False,76561198084032274,52438,130,225
Angrovar,17390,True,76561198060146226,3274,0,226
Angrovar,359320,True,76561198060146226,14881,278,226
AngryAinsley,317360,True,76561198131002806,250,0,227
AngryAinsley,253030,True,76561198131002806,358,0,227
AngryAinsley,295110,True,76561198131002806,25308,2455,227
AngryAinsley,264710,True,76561198131002806,3007,0,227
uradumbtit,274310,True,76561198064433302,659,0,228
uradumbtit,4000,True,76561198064433302,51999,0,228
IKillNoobsFirst,730,True,76561198046317409,126915,3546,229
1234865654,22380,True,76561198086384812,5578,0,230
76561198084123358,9900,True,76561198084123358,153999,0,231
Apachehavoc,107410,False,76561198056692523,19977,0,232
ApexNZ,221640,True,76561198075053271,26,0,233
ApexNZ,202170,True,76561198075053271,2414,0,233
ApexNZ,49520,True,76561198075053271,9184,68,233
ApexNZ,313120,True,76561198075053271,2214,0,233
76561198039441595,113020,False,76561198039441595,493,0,234
76561198039441595,319510,False,76561198039441595,19,0,234
76561198039441595,20,False,76561198039441595,40,0,234
76561198039441595,209080,False,76561198039441595,702,0,234
76561198039441595,223470,False,76561198039441595,796,0,234
76561198039441595,417860,True,76561198039441595,54,0,234
76561198039441595,313740,False,76561198039441595,83,0,234
76561198039441595,8190,True,76561198039441595,841,0,234
76561198036687918,377160,True,76561198036687918,12331,0,235
benjamin27,730,True,76561198083557617,9915,124,236
benjamin27,244850,True,76561198083557617,3258,0,236
AppoGetsSuperAdmin,212500,True,76561198052921535,3328,0,237
AppoGetsSuperAdmin,104900,True,76561198052921535,371,0,237
76561198065064829,219640,True,76561198065064829,17024,0,238
XABLAUziitu,214420,False,76561198031162085,123,0,239
XABLAUziitu,105600,True,76561198031162085,5479,0,239
XABLAUziitu,200210,True,76561198031162085,442,0,239
76561198012909706,218130,True,76561198012909706,214,0,240
dragonchief,252490,False,76561198011336251,7164,0,241
76561198040530605,386070,True,76561198040530605,4806,0,242
76561198040530605,8930,True,76561198040530605,7676,0,242
76561198040530605,330830,True,76561198040530605,648,0,242
76561198040530605,218230,True,76561198040530605,16712,81,242
76561198040530605,104900,True,76561198040530605,731,0,242
76561198040530605,240,True,76561198040530605,5426,0,242
76561197974500703,8980,True,76561197974500703,4720,0,243
76561197974500703,31270,True,76561197974500703,288,0,243
76561197974500703,113200,True,76561197974500703,5701,0,243
76561197974500703,8190,True,76561197974500703,1936,0,243
76561197974500703,18700,False,76561197974500703,45,0,243
76561197974500703,98800,True,76561197974500703,4203,0,243
76561197974500703,107100,True,76561197974500703,1289,0,243
76561197974500703,57300,True,76561197974500703,817,0,243
76561198047185525,213670,True,76561198047185525,1590,0,244
