,user_id,item_id,recommend,playtime_forever,playtime_2weeks
76,76561198070194565,248570,True,1039,0
77,Rivtex,298630,True,5145,0
78,Rivtex,298630,True,5145,0
79,Rivtex,298630,True,5145,0
80,Rivtex,298630,True,5145,0
81,UTNerd24,257750,True,43,0
82,UTNerd24,221910,True,164,0
83,UTNerd24,2280,True,27,0
84,sandwiches1,417860,False,55,0
85,Life-Of-Blu,377160,True,4509,0
86,Life-Of-Blu,211820,True,8729,0
87,CaptianAutismo,252490,True,26620,4583
88,TheDropix101,242920,True,1075,0
89,iamthekingofbrowntown,344760,False,917,0
90,iamthekingofbrowntown,252950,True,5512,108
91,iamthekingofbrowntown,236430,True,2649,0
92,MainScout,550,True,22568,50
93,yookobz,377160,True,3899,0
94,yookobz,219150,True,353,0
95,Posiblydead,277430,True,335,0
96,Posiblydead,239820,True,483,0
97,Posiblydead,17410,True,1146,0
98,76561198102421718,270550,True,117,0
99,76561198102421718,274940,True,1156,0
100,76561198102421718,333930,True,1454,0
101,76561198056741844,730,True,37986,1420
102,sad-commie,212070,True,324,0
103,sad-commie,264140,True,1272,0
104,76561198030567998,332800,True,22,0
105,76561198030567998,319630,True,2092,0
106,76561198030567998,6020,True,1884,0
107,76561198030567998,55230,True,12749,0
108,76561198030567998,32430,True,2748,0
109,Coldaniel,35450,True,7635,0
110,Coldaniel,236390,True,20531,114
111,therealmorty,351570,True,1,0
112,therealmorty,212680,True,365,0
113,Berserklejerker,391540,True,1643,0
114,76561198061730629,550,True,6287,0
115,possessioniskey,72850,True,5648,0
116,76561198060447950,200510,True,2190,0
117,whiteofwolfing,730,True,94334,1352
118,sergarino,383080,True,39080,0
119,76561198081962345,200210,True,30338,5
120,76561198073210139,304050,True,153,0
121,Nozomikat,264200,True,151,0
122,Nozomikat,417860,True,42,0
123,Nozomikat,213670,True,2764,0
124,Nozomikat,91310,True,3979,0
125,Nozomikat,437220,False,4859,2656
126,Nozomikat,210770,True,227,0
127,xfluttersx,351640,True,388,0
128,xfluttersx,105600,True,2982,0
129,xfluttersx,47870,True,639,0
130,xfluttersx,383080,True,203,0
131,76561198056290589,730,True,55168,1838
132,ii_voltage_ii,253710,False,15,0
133,ii_voltage_ii,339280,True,1024,0
134,ii_voltage_ii,271290,True,455,0
135,ii_voltage_ii,203290,True,1202,0
136,Hirukaz,550,True,4397,0
137,StelerForYou,730,True,172753,2588
138,StelerForYou,211820,True,6071,881
139,Xx-Woods,224260,True,1253,0
140,Xx-Woods,295550,True,971,0
141,Xx-Woods,250180,True,326,0
142,Xx-Woods,227940,True,795,0
143,kevinator23,8850,True,1702,0
144,kevinator23,233720,True,419,0
145,kevinator23,218620,True,21461,140
146,kevinator23,730,True,21527,1444
147,kevinator23,219740,True,1290,0
148,kevinator23,220240,True,3678,0
149,76561198090715178,4000,True,9098,0
150,76561198090715178,304930,True,2503,0
151,76561198073784601,221100,True,45855,159
152,mimimomoma,730,True,119850,1444
153,de_Butl3r,209870,True,15802,0
154,76561198027947401,322170,True,1292,26
155,76561198027947401,304050,True,3377,1
156,Bluezap1,730,True,48969,1231
157,Bluezap1,362890,True,589,0
158,76561198074200011,730,True,68487,2699
159,jonasdbomb,346110,True,6718,0
160,Lord_Exploit,322170,True,45,0
161,AVATAR715,48240,False,41,0
162,AVATAR715,248570,True,246,0
163,AVATAR715,264140,True,259,0
164,AVATAR715,4000,True,84437,7
165,AVATAR715,266430,True,100,0
166,AVATAR715,316010,True,22,0
167,YieuwMage,730,True,24823,882
168,A-Very-Sly-Person,304930,True,76632,0
169,76561197994493402,365590,True,22494,7
170,76561197994493402,264200,True,584,0
171,76561198065656175,383080,True,1146,1
172,97396295,301520,True,1057,0
173,97396295,243870,True,2107,0
174,97396295,218230,False,10078,0
175,97396295,291550,False,3282,216
176,76561198126640317,251570,True,2971,0
177,76561198126640317,221100,True,8584,0
178,76561198126640317,316010,True,211,0
179,76561198126640317,218230,True,460,0
180,76561198126640317,333930,True,2175,0
181,76561198126640317,222880,True,384,0
182,76561198126640317,730,True,91215,3478
183,DemonicWolvz,55230,True,2892,90
184,DemonicWolvz,232090,True,3075,0
185,DemonicWolvz,4000,True,3990,0
186,DemonicWolvz,206420,True,5805,1
187,DemonicWolvz,224260,True,991,0
188,DemonicWolvz,550,True,4932,1
189,DieMadchenschanderin,346110,True,229,0
190,DieMadchenschanderin,346110,True,229,0
191,DieMadchenschanderin,346110,True,229,0
192,DieMadchenschanderin,346110,True,229,0
193,GGargula,233250,True,344,0
194,Myther43,273350,True,553,0
195,getf0kinn0sc0pedm9,730,True,61193,2213
196,76561198141443390,730,True,148507,1125
197,whodafuqisthisguilao,730,True,56450,246
198,Magjiikal,313740,True,645,0
199,ohnospaghet,369200,True,55,0
200,ohnospaghet,252490,False,2203,0
201,ohnospaghet,264200,True,180,0
202,76561198050347115,292030,True,11327,0
203,2768820078,287700,True,72,0
204,2768820078,730,False,31988,0
205,2768820078,377160,True,25220,0
206,2768820078,221380,True,6528,0
207,2768820078,271590,True,11894,0
208,2768820078,298110,True,3367,0
209,76561198056392326,219640,False,151,0
210,76561198056392326,269210,False,194,0
211,2d4nk4m3,317470,False,28,0
212,2d4nk4m3,47410,True,7440,0
213,76561198078478151,730,True,925,0
214,76561198095921854,245620,True,1231,0
215,EizanAratoFujimaki,70,True,1395,102
216,TeCool,202090,True,19624,0
217,TeCool,339280,True,1125,0
218,2xDelorean,212680,True,1112,0
219,2xDelorean,200210,True,1983,0
220,washington_,4000,True,16363,0
221,washington_,211820,True,1186,0
222,washington_,10180,True,199,0
223,washington_,252490,True,14071,203
224,washington_,417860,True,18,0
225,76561198088944293,359550,True,2001,0
226,76561198088944293,107410,True,42735,1473
227,76561198088944293,218230,False,486,0
228,76561198088944293,304930,True,4146,0
229,76561198051258119,730,True,22534,0
230,Pyromanic,31280,True,200,0
231,Pyromanic,4000,True,276,0
232,Pyromanic,240,True,94,0
233,CobRazor,252490,True,3621,223
234,relesprit,8930,True,7250,0
235,relesprit,8930,True,7250,0
236,relesprit,8930,True,7250,0
237,relesprit,8930,True,7250,0
238,WitchHunter4542,304930,True,10177,180
239,WitchHunter4542,237310,True,4906,0
240,WitchHunter4542,224260,True,1771,0
241,pwrt,230410,True,142589,600
242,76561198115868847,219640,False,2003,0
243,76561198031207016,8930,True,25902,0
244,76561198043458582,105600,True,16204,0
245,76561198043458582,221100,True,2716,0
246,76561198043458582,107410,True,29825,1054
247,76561198043458582,231430,True,2890,0
248,smashiroshh,218620,True,17269,0
249,shark854,225540,True,935,0
250,killbunny38,333930,False,194,0
251,76561198047630659,230410,False,5335,0
252,76561198047630659,230410,False,5335,0
253,76561198047630659,230410,False,5335,0
254,76561198047630659,230410,False,5335,0
255,1337lolroflmao,271590,True,11950,642
256,1337lolroflmao,218620,True,15752,89
257,1337lolroflmao,219740,True,1084,0
258,1337lolroflmao,7940,True,1955,0
259,1337lolroflmao,234190,True,217,0
260,1337lolroflmao,10180,True,905,0
261,1337lolroflmao,33900,True,2281,0
262,1337lolroflmao,261030,True,506,0
263,1337lolroflmao,243470,True,1562,0
264,OzfurAtlas,218620,False,109,0
265,OzfurAtlas,4700,True,4112,50
266,OzfurAtlas,212680,True,2714,0
267,76561198065593074,304930,False,3472,694
268,76561198065593074,730,False,2570,283
269,76561198065593074,304050,True,966,0
270,76561198065593074,203750,True,952,0
271,76561198044169764,227940,False,4344,0
272,76561198044169764,355180,False,84,0
273,76561198044169764,730,True,29842,947
274,76561198044169764,4000,True,244352,552
275,euzi,236390,True,41384,0
276,76561198087010391,4000,True,23435,56
277,66666669999999,302830,False,52,0
278,76561198061174192,220200,True,8368,793
279,76561198061174192,242760,True,154,0
280,ReMiXOfficalSteam,352460,True,74,0
281,76561198084390807,252490,True,1181,0
282,Mastic,304050,False,133,0
283,Mastic,550,True,6642,0
284,Mastic,206420,True,3044,0
285,Mastic,278360,False,230,0
286,76561198028286104,10180,True,10169,259
287,tarjla,242760,True,6368,26
288,tarjla,304930,True,11492,18
289,tarjla,252490,True,76144,695
290,tarjla,4000,True,80364,0
291,tarjla,211820,True,4639,0
292,tarjla,105600,True,15281,0
293,tarjla,251570,True,6474,1028
294,tarjla,730,True,23614,67
295,readingthis4noobs,227940,True,33715,512
296,76561198104393251,304930,True,5012,79
297,76561198075322986,730,True,39916,2316
298,redsncrimson,620,True,10376,0
299,redsncrimson,211820,True,8148,0
300,redsncrimson,219890,True,746,0
301,redsncrimson,49520,True,16387,55
302,76561198151910904,252950,True,3779,725
303,H1DD3NT3RR0R,240,True,11941,0
304,H1DD3NT3RR0R,105600,True,34076,0
305,H1DD3NT3RR0R,204300,True,16352,0
306,H1DD3NT3RR0R,730,True,28611,0
307,76561198071214618,268750,True,1085,0
308,t8s,730,True,42273,232
309,pikawuu2,230410,True,178021,799
310,pikawuu2,12900,True,5794,0
311,Sammeh00,301520,True,20972,0
312,Michaelele,6060,True,3192,0
313,Michaelele,730,True,115670,1715
314,Michaelele,107410,True,86,0
315,Michaelele,304930,True,1297,0
316,76561198076098774,215080,True,27931,2679
317,76561198048417105,271590,True,21181,188
318,76561198048417105,730,True,67443,1964
319,76561198048417105,244160,True,367,0
320,76561198090842891,8190,True,6531,0
321,76561197998052647,233630,True,739,0
322,adohya343,303390,False,15,0
323,76561198145436942,221100,True,67256,40
324,3xotic26,500,True,12599,0
325,3xotic26,49520,True,2319,0
326,3xotic26,550,True,6174,0
327,iamthetrashlord,206420,True,5118,0
328,iamthetrashlord,213670,True,2973,0
329,3dster,550,True,352,0
330,76561198079990063,231040,True,644,0
331,Forty-Nine,221100,True,2578,0
332,76561198051017916,250600,True,28,0
333,L4M1NAS,227940,True,2524,0
334,L4M1NAS,227940,True,2524,0
335,L4M1NAS,227940,True,2524,0
336,L4M1NAS,227940,True,2524,0
337,L4M1NAS,437220,True,1454,0
338,L4M1NAS,437220,True,1454,0
339,L4M1NAS,437220,True,1454,0
340,L4M1NAS,437220,True,1454,0
341,L4M1NAS,221100,True,8424,213
342,L4M1NAS,221100,True,8424,213
343,L4M1NAS,221100,True,8424,213
344,L4M1NAS,221100,True,8424,213
345,76561198096766604,301520,False,1780,0
346,76561197995322437,264710,True,790,0
347,imsojipper,218620,True,6805,0
348,76561198084542731,47790,True,1775,0
349,mrpfresh,236110,True,410,0
350,mrpfresh,346110,True,141,0
351,GamerFag,70,True,590,0
352,GamerFag,420,True,715,0
353,GamerFag,380,True,1269,0
354,GamerFag,220,True,4118,0
355,GamerFag,1250,True,33723,862
356,chidori_647,213670,True,2413,0
357,chidori_647,21100,False,45,0
358,chidori_647,8190,True,4270,0
359,chidori_647,215470,False,85,0
360,76561198092227136,730,True,18795,0
361,76561198092227136,1250,True,8694,55
362,hellcat59,4000,True,11658,120
363,tbimperator,35450,True,2806,0
364,Allahu_Akbar666,230410,True,41994,4944
365,Allahu_Akbar666,304930,False,2241,0
366,ulramite,211820,True,3807,0
367,-GM-Dragon,226700,False,2335,0
368,-GM-Dragon,244850,True,14452,0
369,76561198054040292,298260,True,144,0
370,I_DID_911_JUST_SAYING,214420,True,42,0
371,I_DID_911_JUST_SAYING,365670,True,532,0
372,I_DID_911_JUST_SAYING,4000,True,2349,87
373,I_DID_911_JUST_SAYING,221260,True,835,0
374,750805,91310,False,2672,0
375,diabeticfuck,218620,True,38011,0
376,diabeticfuck,333930,False,1798,0
377,diabeticfuck,287700,True,3100,0
378,76561198054465623,302830,False,78,0
379,76561198054465623,250600,True,22,0
380,76561198054465623,105600,True,41676,31
381,76561198054465623,113020,True,475,10
382,aaropro,221100,True,16032,414
383,abiam,238960,True,1076,0
384,FrankoWalker,310370,True,21,0
385,FrankoWalker,236390,True,38750,13
386,LightfootSword7,221100,False,1942,0
387,SALTTHEW0UND,248820,True,1412,0
388,SALTTHEW0UND,730,True,42748,2
389,SALTTHEW0UND,550,True,309,0
390,SALTTHEW0UND,204030,True,669,0
391,SALTTHEW0UND,383080,True,210,0
392,express157,304930,True,752,0
393,76561198074644990,242760,True,1791,0
394,76561198064304806,730,True,131044,3019
395,TomoeMamiewe,10150,True,810,0
396,TomoeMamiewe,4000,True,956,0
397,76561198057086148,214950,True,10354,0
398,Acidius99,218620,True,12529,0
399,Acidius99,292030,True,5524,0
400,Acidius99,261640,True,10006,0
401,Acidius99,220240,True,3109,0
402,acorn13,313740,True,211,0
403,acorn13,34330,True,39675,0
404,acorn13,271590,True,69185,0
405,AddzyTheBaddzy,291550,True,4498,0
406,mradobe7,275850,False,862,0
407,76561198167207237,391540,True,1119,0
408,76561198167207237,265930,True,3402,0
409,76561198167207237,620,True,2856,71
410,cancerkek,730,True,42758,57
411,76561198073508075,10090,True,9411,0
412,76561198073508075,251570,True,1477,0
413,76561198073508075,218680,True,596,0
414,76561198090899557,252490,False,507,0
415,advenger95,22370,True,281,0
416,advenger95,307690,True,787,0
417,advenger95,72850,True,2107,0
418,EndAtHallow,1250,True,8049,0
419,76561198015968275,248610,True,263,0
420,Agiegamma,208090,True,162,0
421,Agronoth,244850,True,11691,0
422,Agronoth,221640,True,1636,0
423,Agronoth,104900,True,54,0
424,Agronoth,105600,True,19179,0
425,Agronoth,9450,False,831,0
426,UnholyFallenAngel,262410,True,69,0
427,UnholyFallenAngel,221040,True,4931,0
428,76561198068565589,221100,True,3066,0
429,SlutOnTheSpit,4000,True,533,0
430,NaruseAiria,317360,True,82,1
431,NaruseAiria,317360,True,82,1
432,NaruseAiria,317360,True,82,1
433,NaruseAiria,317360,True,82,1
434,NaruseAiria,108600,True,1932,0
435,NaruseAiria,108600,True,1932,0
436,NaruseAiria,108600,True,1932,0
437,NaruseAiria,108600,True,1932,0
438,76561198067713802,239660,True,335,0
439,76561198067713802,304930,True,1707,0
440,76561198187212131,730,True,78414,865
441,alansiulun,265930,True,53,0
442,76561198003056556,233720,True,35,0
443,maxpaynepillkiller,319630,True,998,0
444,maxpaynepillkiller,12120,True,2707,0
445,maxpaynepillkiller,241930,True,2527,0
446,maxpaynepillkiller,55230,True,879,0
447,maxpaynepillkiller,243470,False,956,0
448,76561198095481910,208090,True,1908,0
449,76561198164545985,730,True,24908,159
450,AlkalineDeath,240760,True,3276,0
451,76561198075935236,226700,True,4417,0
452,76561198075935236,250900,True,24446,0
453,mintifreshbadger,35450,True,8285,0
454,AlpacaRevolution,9900,True,77986,23
455,AlpacaRevolution,212680,True,1597,0
456,AlpacaRevolution,346110,False,505,0
457,AlphaBryn444,236370,True,293,0
458,76561198016753953,271290,True,4448,0
459,smegmyfoodle,346010,True,786,0
460,76561198057869849,313120,True,427,0
461,lol_ursuchanoob,218620,True,31083,108
462,lol_ursuchanoob,12210,True,3002,0
463,lol_ursuchanoob,220240,True,3916,409
464,lol_ursuchanoob,17300,True,734,0
465,AMV72,206440,True,298,0
466,AMV72,209000,True,5059,0
467,AMV72,218060,True,1014,0
468,AMV72,24240,True,19316,0
469,76561198085956238,224540,False,100,0
470,76561198085956238,242860,False,2648,0
471,76561198085956238,47410,True,25891,0
472,76561198085956238,34330,False,573,0
473,76561198132540690,220200,True,1363,0
474,711armageddoncarmageddon,113020,True,87,0
475,711armageddoncarmageddon,105600,True,677,0
476,711armageddoncarmageddon,9480,True,2693,0
477,Andraison,22230,True,38,0
478,76561198069560699,550,True,432,0
479,76561198069560699,72850,True,8525,0
480,76561198069560699,8870,True,830,0
481,76561198099625419,230410,True,630,0
482,76561198099625419,200260,True,3324,0
483,76561198099625419,19900,True,1331,0
484,76561198099625419,241540,True,927,0
485,76561198099625419,220,True,1057,0
486,76561198084032274,227940,False,8925,172
487,76561198084032274,236390,False,52438,130
488,Angrovar,17390,True,3274,0
489,Angrovar,359320,True,14881,278
490,AngryAinsley,317360,True,250,0
491,AngryAinsley,253030,True,358,0
492,AngryAinsley,295110,True,25308,2455
493,AngryAinsley,264710,True,3007,0
494,uradumbtit,274310,True,659,0
495,uradumbtit,4000,True,51999,0
496,IKillNoobsFirst,730,True,126915,3546
497,1234865654,22380,True,5578,0
498,76561198084123358,9900,True,153999,0
499,Apachehavoc,107410,False,19977,0
500,ApexNZ,221640,True,26,0
501,ApexNZ,202170,True,2414,0
502,ApexNZ,49520,True,9184,68
503,ApexNZ,313120,True,2214,0
504,76561198039441595,113020,False,493,0
505,76561198039441595,319510,False,19,0
506,76561198039441595,20,False,40,0
507,76561198039441595,209080,False,702,0
508,76561198039441595,223470,False,796,0
509,76561198039441595,417860,True,54,0
510,76561198039441595,313740,False,83,0
511,76561198039441595,8190,True,841,0
512,76561198036687918,377160,True,12331,0
513,benjamin27,730,True,9915,124
514,benjamin27,244850,True,3258,0
515,AppoGetsSuperAdmin,212500,True,3328,0
516,AppoGetsSuperAdmin,104900,True,371,0
517,76561198065064829,219640,True,17024,0
518,XABLAUziitu,214420,False,123,0
519,XABLAUziitu,105600,True,5479,0
520,XABLAUziitu,200210,True,442,0
521,76561198012909706,218130,True,214,0
522,dragonchief,252490,False,7164,0
523,76561198040530605,386070,True,4806,0
524,76561198040530605,8930,True,7676,0
525,76561198040530605,330830,True,648,0
526,76561198040530605,218230,True,16712,81
527,76561198040530605,104900,True,731,0
528,76561198040530605,240,True,5426,0
529,76561197974500703,8980,True,4720,0
530,76561197974500703,31270,True,288,0
531,76561197974500703,113200,True,5701,0
532,76561197974500703,8190,True,1936,0
533,76561197974500703,18700,False,45,0
534,76561197974500703,98800,True,4203,0
535,76561197974500703,107100,True,1289,0
536,76561197974500703,57300,True,817,0
537,76561198047185525,213670,True,1590,0
538,76561198047185525,218620,True,23886,0
539,sweep6060,391540,True,1221,0
540,bilyitu,730,True,3030,0
541,76561198088538797,209870,True,2756,0
542,deployablearchnagel,265630,True,1477,1
543,armouredmarshmallow,33230,True,2420,0
544,armouredmarshmallow,239200,True,431,0
545,armouredmarshmallow,346900,True,1485,0
546,armouredmarshmallow,363970,True,2090,0
547,armouredmarshmallow,65790,True,666,0
548,armouredmarshmallow,72850,True,40819,0
549,armouredmarshmallow,57300,True,5861,0
550,armouredmarshmallow,230410,True,94267,0
551,76561198020928326,70,True,5599,0
552,76561198020928326,70,True,5599,0
553,76561198020928326,70,True,5599,0
554,76561198020928326,70,True,5599,0
555,Array71,244850,True,9107,0
556,76561198039874575,221100,True,5099,0
557,arronlim13,99900,True,19338,3050
558,ARTHERDUNGER10,250900,True,1630,0
559,Mackus1011,211820,True,2853,0
560,Mackus1011,380600,True,498,0
561,Mackus1011,22380,True,3340,0
562,Mackus1011,252490,True,1473,0
563,76561198041877981,241540,True,372,0
564,ARZARNAR,220200,True,26116,1758
565,darkmassieh,47780,True,893,0
566,darkmassieh,377160,True,17626,58
567,darkmassieh,4000,True,116025,0
568,darkmassieh,107410,True,51108,364
569,darkmassieh,301520,True,858,0
570,darkmassieh,227680,False,426,0
571,asianturtlefrenzy,289130,True,3866,76
572,asianturtlefrenzy,253030,True,582,0
573,asianturtlefrenzy,249050,True,526,0
574,asianturtlefrenzy,245550,True,377,0
575,blowjobsfurdayzandgayz,304050,False,1378,87
576,blowjobsfurdayzandgayz,417860,True,41,0
577,blowjobsfurdayzandgayz,96100,False,28,0
578,76561198082992295,4000,True,3625,0
579,76561198082992295,230410,True,30922,0
580,LaLocaDeLosDulces,80,True,4079,13
581,76561198064352761,56400,True,7323,0
582,assassin_warman,72850,True,6020,0
583,assassin_warman,105600,True,46279,2
584,assassin_warman,219150,True,598,0
585,assassin_warman,204450,True,491,491
586,assassin_warman,239140,True,4569,0
587,assassin_warman,218620,True,16266,0
588,Astrelt,385770,True,1323,0
589,Astrelt,212200,True,37569,0
590,Astrelt,218680,True,2453,0
591,Astrelt,230410,True,14334,0
592,Astrelt,4000,True,11620,0
593,Astrelt,346900,True,604,0
594,Astrelt,221640,True,85,0
595,omgihaveawebpage,223470,True,1622,0
596,omgihaveawebpage,253430,True,1583,0
597,omgihaveawebpage,620,True,4782,0
598,omgihaveawebpage,4000,True,19512,0
599,omgihaveawebpage,730,True,123505,4131
600,Swish0009,218620,True,4114,0
601,Swish0009,203160,True,331,0
602,Swish0009,230410,True,12484,114
603,Swish0009,219640,True,2847,0
604,Swish0009,213850,True,25,0
605,Aurora99,72850,True,3513,0
606,Aurora99,730,True,25995,0
607,Aurora99,105600,True,23320,0
608,Aurora99,550,True,8075,0
609,Aurora99,282440,False,306,0
610,Aurora99,1250,True,16961,0
611,76561198053071988,271590,False,1052,0
612,76561198083375450,225640,True,5445,0
613,76561198083375450,113420,True,1664,784
614,76561198083375450,226700,False,24421,0
615,76561198083375450,377160,True,6665,0
616,76561198083375450,239220,True,10450,0
617,76561198083375450,224600,True,1994,0
618,auzmoz,243870,True,8708,0
619,auzmoz,223750,True,24,0
620,auzmoz,65980,True,13060,0
621,auzmoz,236390,True,5543,0
622,auzmoz,320,True,143168,1537
623,auzzie_96,289130,True,88,0
624,fatrangacuntnolifevirgin,202970,True,260,0
625,76561198064150679,20920,True,2049,0
626,76561198110293299,265930,True,862,0
627,76561198110293299,346110,True,38796,0
628,76561198110293299,304930,True,3137,1
629,76561198110293299,236390,True,121740,1000
630,de_triggered,270370,True,2915,0
631,de_triggered,224540,True,2317,0
632,de_triggered,219640,True,5901,0
633,de_triggered,233450,True,8603,862
634,de_triggered,4000,True,187008,5
635,de_triggered,236390,True,13025,0
636,76561198071748311,391540,True,842,0
637,Azrafael,215530,True,1432,0
638,Azrafael,379720,True,1308,0
639,76561198076301023,251570,True,35515,188
640,hoarbiscuit,55230,True,7086,0
641,bohgeraltofrivia,261640,True,13421,0
642,TeH-B-Rad,730,True,92064,177
643,BAW_Killer,221100,True,98931,233
644,BAW_Killer,287700,False,1769,0
645,BAW_Killer,359550,False,1003,0
646,gamerdude7892,22380,True,5584,0
647,BBBirb,4000,True,84082,682
648,BBBirb,304050,True,2090,0
649,76561198064579722,4000,True,5897,329
650,potatoskins,233270,True,16,0
651,crispymemesmantheyremyfavourite,230410,True,1188,0
652,crispymemesmantheyremyfavourite,304050,True,369,0
653,crispymemesmantheyremyfavourite,212680,True,656,0
654,76561198074409406,391460,False,31,0
655,H-Alo,346010,True,171,0
656,420Blz,107410,True,22443,0
657,76561198076548816,200210,True,2911,2277
658,76561198076548816,304930,False,4777,513
659,76561198076548816,226700,True,443,0
660,76561198076548816,113020,True,179,0
661,chillrend,221100,True,40749,0
662,lukeyturley,730,True,17727,5
663,lukeyturley,247730,False,54,0
664,lukeyturley,218230,True,24777,17
665,76561198018560501,10500,True,17375,0
666,76561198051148175,218620,True,4458,0
667,76561198047208452,220240,True,18798,0
668,76561198047208452,113200,True,73663,0
669,generalale,239160,True,141,0
670,generalale,220240,True,5996,0
671,brendoboy,218620,False,19641,0
672,brendoboy,208090,False,5316,0
673,brendoboy,230410,True,4433,0
674,brendoboy,322330,True,1230,0
675,brendoboy,241930,True,866,0
676,brendoboy,1250,True,1676,0
677,76561198071234254,200210,True,427,0
678,76561198071234254,238460,True,651,0
679,76561198071234254,730,True,8031,0
680,76561198071234254,105600,True,631,0
681,76561198165870150,72850,True,8751,276
682,76561198165870150,730,True,93747,3041
683,Infixation,730,True,15946,74
684,Infixation,252490,True,23152,0
685,Infixation,203160,True,1128,0
686,Infixation,39120,True,288,0
687,76561198047304525,239070,True,1830,0
688,76561197994969639,91310,True,328,0
689,JuanManSnipez,730,True,21721,0
690,Ben_Andy,105600,True,81,0
691,Bennysaputra,10,True,24336,6
692,76561198067021476,730,True,35502,1
693,76561198067021476,242760,True,1652,0
694,76561198067021476,239140,True,3955,3
695,76561198067021476,72850,True,9014,0
696,76561198067021476,263280,True,1275,0
697,76561198190487725,252490,True,29678,1756
698,76561198190487725,386360,True,2874,0
699,76561198045071942,310380,True,15,0
700,Bhappiikhat,304930,True,1989,0
701,Ahahahahahahahahahahahahahahaha,363970,True,199170,8330
702,BITCHPLESE,295110,True,217,0
703,BITCHPLESE,252490,False,19934,4886
704,BITCHPLESE,319630,True,1477,0
705,Too_1337,220,True,654,0
706,Too_1337,4000,True,58660,0
707,kinglemon1222,48700,True,77887,103
708,76561198030636321,255710,True,9192,9
709,76561198007342405,364360,True,2773,0
710,76561198007342405,730,False,12935,189
711,76561198007342405,236390,True,10316,0
712,76561198081885254,265630,True,59,0
713,LlamasInNigjamas,730,True,32206,396
714,76561198035363871,381210,False,1002,50
715,Hummingsenpai,333930,True,18287,0
716,CHAAANG,10680,True,5920,25
717,CHAAANG,238320,True,1318,0
718,76561198056980314,236390,True,10845,530
719,76561198056980314,34330,True,10354,0
720,bitmat,220240,True,2458,0
721,bitmat,211420,True,6831,0
722,Ghoster09,206210,True,1436,0
723,76561198081496844,6060,True,419,0
724,Barridos,4000,True,5740,0
725,Blackhawk611,364360,True,3122,0
726,76561197988863895,238430,False,240,0
727,76561197988863895,248820,True,5238,0
728,hbk1462,4000,True,2678,313
729,76561198057521157,344760,True,5787,0
730,76561198057521157,251570,True,5167,0
731,76561198057521157,313120,True,310,0
732,76561198053766465,374320,True,14809,0
733,FHK,237930,True,1213,0
734,76561198030735076,339610,False,98,0
